gene_callers_id	source	accession	function	e_value
1302	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	1.1e-28
1321	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	1.1e-23
1213	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	2.4e-17
1203	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.6e-112
1278	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	7.9e-189
1334	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	2.4e-82
1251	KOfam	K03228	type III secretion protein T	1.1e-72
1215	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	5.7e-87
1243	KOfam	K02453	general secretion pathway protein D	1.1e-123
1204	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	3.4e-39
1252	KOfam	K03229	type III secretion protein U	8.3e-122
1208	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	3.7e-140
1340	KOfam	K02597	nitrogen fixation protein NifZ	2.1e-40
1339	KOfam	K02597	nitrogen fixation protein NifZ	7e-26
1201	KOfam	K16079	outer membrane immunogenic protein	1.8e-58
1200	KOfam	K03703	excinuclease ABC subunit C	7e-233
1263	KOfam	K20531	type IV secretion system protein TrbF	1.1e-110
1348	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	7.5e-155
1212	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	1.3e-156
1217	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	6.7e-49
1274	KOfam	K01501	nitrilase [EC:3.5.5.1]	9.9e-95
1266	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
1347	KOfam	K02593	nitrogen fixation protein NifT	2.6e-32
1327	KOfam	K03855	ferredoxin like protein	1.5e-34
1344	KOfam	K02585	nitrogen fixation protein NifB	4.9e-207
1262	KOfam	K20532	type IV secretion system protein TrbG	1.3e-111
1202	KOfam	K03704	cold shock protein	3.3e-35
1231	KOfam	K04056	type III secretion protein O	1.5e-28
1270	KOfam	K11103	aerobic C4-dicarboxylate transport protein	1.5e-199
1261	KOfam	K20533	type IV secretion system protein TrbI	6e-147
1262	KOfam	K20533	type IV secretion system protein TrbI	5.6e-109
1269	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	1.4e-158
1329	KOfam	K03522	electron transfer flavoprotein alpha subunit	8.7e-120
1333	KOfam	K02588	nitrogenase iron protein NifH	1e-142
