gene_callers_id	source	accession	function	e_value
4659	KOfam	K08970	nickel/cobalt transporter (NicO) family protein	2.5e-79
4619	KOfam	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	3.3e-47
4685	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	3.4e-144
4620	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1.6e-143
4681	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	6.4e-44
4683	KOfam	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	2.7e-109
4704	KOfam	K03503	DNA polymerase V [EC:3.4.21.-]	2.3e-53
4722	KOfam	K16079	outer membrane immunogenic protein	3.2e-61
4657	KOfam	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	1.9e-42
4598	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	6.2e-33
4681	KOfam	K21564	CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator	2.6e-98
4619	KOfam	K02197	cytochrome c-type biogenesis protein CcmE	1.4e-24
4618	KOfam	K02197	cytochrome c-type biogenesis protein CcmE	7.8e-21
4663	KOfam	K02234	cobalamin biosynthesis protein CobW	1.6e-81
4640	KOfam	K23775	MarR family transcriptional regulator, organic hydroperoxide resistance regulator	4.5e-34
4691	KOfam	K00407	cytochrome c oxidase cbb3-type subunit IV	3e-14
4674	KOfam	K09796	periplasmic copper chaperone A	4.8e-51
4617	KOfam	K09796	periplasmic copper chaperone A	6.6e-47
4631	KOfam	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	1.1e-77
4679	KOfam	K07234	uncharacterized protein involved in response to NO	3.2e-117
4605	KOfam	K14063	AraC family transcriptional regulator, positive regulator of tynA and feaB	3.5e-48
4690	KOfam	K00406	cytochrome c oxidase cbb3-type subunit III	8.1e-95
4693	KOfam	K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	1.5e-229
4640	KOfam	K06075	MarR family transcriptional regulator, transcriptional regulator for hemolysin	1.7e-46
4609	KOfam	K10979	DNA end-binding protein Ku	2.4e-109
4627	KOfam	K02164	nitric oxide reductase NorE protein	6.9e-71
4702	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	8.1e-25
4692	KOfam	K00405	cytochrome c oxidase cbb3-type subunit II	7.3e-102
4655	KOfam	K21395	TRAP-type transport system periplasmic protein	6.6e-94
4656	KOfam	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	7.7e-124
4653	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	5.4e-143
4637	KOfam	K03446	MFS transporter, DHA2 family, multidrug resistance protein	2.1e-176
4701	KOfam	K07492	putative transposase	8.7e-38
4622	KOfam	K02448	nitric oxide reductase NorD protein	1.5e-177
4699	KOfam	K15861	CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein	2e-95
4624	KOfam	K04561	nitric oxide reductase subunit B [EC:1.7.2.5]	8.4e-141
4623	KOfam	K04748	nitric oxide reductase NorQ protein	1.8e-119
4625	KOfam	K02305	nitric oxide reductase subunit C	4.3e-66
4664	KOfam	K02077	zinc/manganese transport system substrate-binding protein	4.9e-81
4667	KOfam	K07497	putative transposase	1.5e-25
4696	KOfam	K14986	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	6.6e-179
4602	KOfam	K06400	site-specific DNA recombinase	1.9e-60
4697	KOfam	K14987	two-component system, LuxR family, response regulator FixJ	3.1e-94
4668	KOfam	K00138	aldehyde dehydrogenase [EC:1.2.1.-]	0
5707	KOfam	K04756	lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]	1e-54
5755	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	4.2e-140
5836	KOfam	K02053	putative spermidine/putrescine transport system permease protein	2.8e-79
5744	KOfam	K01406	serralysin [EC:3.4.24.40]	5e-30
5731	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	8.2e-141
5835	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	1.1e-156
5816	KOfam	K07499	putative transposase	1.4e-26
5832	KOfam	K07499	putative transposase	1.6e-21
5746	KOfam	K03406	methyl-accepting chemotaxis protein	3.1e-58
5706	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	6.5e-84
5757	KOfam	K01012	biotin synthase [EC:2.8.1.6]	2.7e-148
5762	KOfam	K20035	3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]	1.2e-251
5804	KOfam	K02055	putative spermidine/putrescine transport system substrate-binding protein	6.9e-59
5734	KOfam	K07267	porin	1.7e-43
5768	KOfam	K18583	carboxymethylproline synthase [EC:2.3.1.226]	1.5e-115
5713	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2e-163
5760	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	8e-164
5767	KOfam	K14446	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	1.3e-222
5712	KOfam	K02595	nitrogenase-stabilizing/protective protein	1.3e-38
5809	KOfam	K00382	dihydrolipoyl dehydrogenase [EC:1.8.1.4]	6.4e-202
5720	KOfam	K02597	nitrogen fixation protein NifZ	5.6e-42
5779	KOfam	K02030	polar amino acid transport system substrate-binding protein	1.8e-30
5810	KOfam	K00627	pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]	1.2e-151
5770	KOfam	K05825	2-aminoadipate transaminase [EC:2.6.1.-]	1.8e-132
5754	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.5e-63
5739	KOfam	K02596	nitrogen fixation protein NifX	9e-62
5740	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	2.1e-203
5743	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	9.1e-219
5726	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	1.7e-157
5784	KOfam	K07039	uncharacterized protein	5.5e-23
5741	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	1.9e-243
5725	KOfam	K02593	nitrogen fixation protein NifT	2.9e-32
5708	KOfam	K03855	ferredoxin like protein	6.8e-34
5751	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	1.8e-121
5723	KOfam	K02585	nitrogen fixation protein NifB	5.5e-204
5814	KOfam	K17836	beta-lactamase class A [EC:3.5.2.6]	3.6e-51
5742	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	2.5e-196
5805	KOfam	K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	0
5811	KOfam	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	0
5710	KOfam	K03522	electron transfer flavoprotein alpha subunit	8.7e-122
5824	KOfam	K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	6.7e-190
5773	KOfam	K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	3.8e-186
5715	KOfam	K02588	nitrogenase iron protein NifH	6.4e-144
5714	KOfam	K15790	nitrogen fixation protein NifQ	5e-77
5752	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	4.9e-114
5829	KOfam	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	1e-157
5700	KOfam	K19222	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	6e-33
5733	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	5.3e-139
5776	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	3.8e-120
5782	KOfam	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	3e-53
5778	KOfam	K02029	polar amino acid transport system permease protein	6.7e-65
