gene_callers_id	source	accession	function	e_value
6985	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	2.9e-24
7013	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	9.3e-244
7083	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	8.3e-139
6973	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1e-136
6997	KOfam	K01775	alanine racemase [EC:5.1.1.1]	2.8e-103
7037	KOfam	K03228	type III secretion protein T	2e-75
7042	KOfam	K02453	general secretion pathway protein D	2.7e-119
7036	KOfam	K03229	type III secretion protein U	2.5e-118
7066	KOfam	K01990	ABC-2 type transport system ATP-binding protein	3.4e-95
7057	KOfam	K19113	acetyltransferase [EC:2.3.1.-]	1.6e-47
7085	KOfam	K07267	porin	8.9e-51
7034	KOfam	K23475	transloator	2.5e-23
6992	KOfam	K21402	2-O-methyltransferase [EC:2.1.1.-]	1.8e-94
7079	KOfam	K16079	outer membrane immunogenic protein	3.3e-47
6986	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	7e-50
6993	KOfam	K04078	chaperonin GroES	8e-49
6945	KOfam	K22875	dihydrorhizobitoxine desaturase [EC:1.14.19.61]	1e-196
7110	KOfam	K15773	HTH-type transcriptional regulator / antitoxin HipB	4.3e-25
7000	KOfam	K03897	lysine N6-hydroxylase [EC:1.14.13.59]	6.4e-139
7072	KOfam	K14657	LysR family transcriptional regulator, nod-box dependent transcriptional activator	8.6e-147
7073	KOfam	K14657	LysR family transcriptional regulator, nod-box dependent transcriptional activator	1.8e-142
6944	KOfam	K07010	putative glutamine amidotransferase	2e-64
7117	KOfam	K23946	E3 ubiquitin-protein ligase SlrP [EC:2.3.2.27]	2.7e-258
7049	KOfam	K04056	type III secretion protein O	1.3e-21
7107	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	9.2e-32
7070	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	7.5e-67
7028	KOfam	K03671	thioredoxin 1	7.3e-40
7060	KOfam	K02584	Nif-specific regulatory protein	4.6e-191
6961	KOfam	K00407	cytochrome c oxidase cbb3-type subunit IV	9e-11
7090	KOfam	K24002	4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121]	2.7e-78
7071	KOfam	K14658	nodulation protein A [EC:2.3.1.-]	1.5e-93
6950	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	8.3e-205
