gene_callers_id	source	accession	function	e_value
4098	KOfam	K16554	polysaccharide biosynthesis transport protein [EC:2.7.10.3]	7.2e-184
3964	KOfam	K01406	serralysin [EC:3.4.24.40]	1.5e-36
4091	KOfam	K13017	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	5.6e-152
3977	KOfam	K13017	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	1.8e-141
4043	KOfam	K08989	putative membrane protein	3.4e-45
4099	KOfam	K01991	polysaccharide biosynthesis/export protein	8.8e-44
4039	KOfam	K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	5.7e-118
3998	KOfam	K06152	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	5.4e-87
4095	KOfam	K11003	membrane fusion protein, hemolysin D	7.1e-121
4038	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.5e-45
4091	KOfam	K13010	perosamine synthetase [EC:2.6.1.102]	3.3e-131
4086	KOfam	K13010	perosamine synthetase [EC:2.6.1.102]	3.9e-129
3999	KOfam	K06151	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	2e-272
3985	KOfam	K06320	spore maturation protein CgeB	3.5e-30
4079	KOfam	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	4.4e-46
3994	KOfam	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	4.3e-137
4048	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	9.4e-40
4019	KOfam	K07749	formyl-CoA transferase [EC:2.8.3.16]	3.1e-171
4017	KOfam	K00836	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	2.1e-190
4016	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	7.2e-77
4088	KOfam	K25903	exopolysaccharide biosynthesis glucuronosyltransferase PssD	1.3e-64
4051	KOfam	K02400	flagellar biosynthesis protein FlhA	8.1e-289
4019	KOfam	K18702	CoA:oxalate CoA-transferase [EC:2.8.3.19]	1.3e-169
4040	KOfam	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	4.1e-100
3993	KOfam	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	1.7e-72
4087	KOfam	K25904	exopolysaccharide biosynthesis glucuronosyltransferase PssE	3.9e-61
4047	KOfam	K02413	flagellar protein FliJ	5.4e-16
4046	KOfam	K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	1.3e-201
4075	KOfam	K07492	putative transposase	7.2e-33
4076	KOfam	K07492	putative transposase	6.5e-30
3960	KOfam	K19294	alginate O-acetyltransferase complex protein AlgI	2e-127
3975	KOfam	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	3.2e-135
4009	KOfam	K07493	putative transposase	3.3e-60
4010	KOfam	K07493	putative transposase	1.7e-18
4045	KOfam	K13584	two-component system, cell cycle response regulator CtrA	1e-133
4023	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	5.1e-130
4065	KOfam	K22348	manganese oxidase [EC:1.16.3.3]	1.2e-222
3959	KOfam	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	1.6e-64
3992	KOfam	K24310	UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]	1.2e-103
4014	KOfam	K07497	putative transposase	4e-12
4103	KOfam	K03746	DNA-binding protein H-NS	4.2e-24
4101	KOfam	K03746	DNA-binding protein H-NS	2e-21
