gene_callers_id	source	accession	function	e_value
4265	KOfam	K24915	TMEM175 potassium channel family protein	9.6e-23
4200	KOfam	K08998	uncharacterized protein	2.5e-32
4144	KOfam	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	5.2e-13
4177	KOfam	K23499	required for meiotic nuclear division protein 1	6.2e-26
4272	KOfam	K14977	(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]	2.3e-118
4165	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	6.8e-83
4149	KOfam	K13628	iron-sulfur cluster assembly protein	1.7e-43
4208	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.1e-42
4137	KOfam	K21117	cytochrome P450 family 114	1e-238
4209	KOfam	K00858	NAD+ kinase [EC:2.7.1.23]	6.5e-36
4159	KOfam	K02597	nitrogen fixation protein NifZ	1.5e-40
4160	KOfam	K02597	nitrogen fixation protein NifZ	7.2e-26
4215	KOfam	K16079	outer membrane immunogenic protein	1.3e-61
4193	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	3.8e-270
4131	KOfam	K02596	nitrogen fixation protein NifX	5.9e-60
4151	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	4.4e-155
4152	KOfam	K02593	nitrogen fixation protein NifT	2.7e-32
4174	KOfam	K03855	ferredoxin like protein	1.5e-34
4155	KOfam	K02585	nitrogen fixation protein NifB	7.6e-207
4270	KOfam	K11103	aerobic C4-dicarboxylate transport protein	1.1e-188
4172	KOfam	K03522	electron transfer flavoprotein alpha subunit	1.2e-120
4166	KOfam	K02588	nitrogenase iron protein NifH	1.1e-142
4167	KOfam	K15790	nitrogen fixation protein NifQ	8.3e-81
4264	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	2.5e-154
4204	KOfam	K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	4.9e-63
4271	KOfam	K01483	ureidoglycolate lyase [EC:4.3.2.3]	8.9e-58
4203	KOfam	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]	9.6e-88
4211	KOfam	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	2.2e-58
4141	KOfam	K21118	cytochrome P450 family 117 subfamily A	7.9e-275
4262	KOfam	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	6.3e-84
4281	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	5.1e-134
4185	KOfam	K11741	quaternary ammonium compound-resistance protein SugE	1.1e-46
4173	KOfam	K00313	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	2.6e-165
4138	KOfam	K05337	ferredoxin	4.6e-19
4168	KOfam	K07482	transposase, IS30 family	1e-111
6404	KOfam	K01940	argininosuccinate synthase [EC:6.3.4.5]	1.2e-113
6391	KOfam	K02050	NitT/TauT family transport system permease protein	1.4e-64
6362	KOfam	K15510	coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]	8.7e-112
6342	KOfam	K06140	regulator of nucleoside diphosphate kinase	1.6e-31
6414	KOfam	K00242	succinate dehydrogenase membrane anchor subunit	3.8e-30
6412	KOfam	K00240	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	3e-103
