gene_callers_id	source	accession	function	e_value
1602	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.2e-213
1465	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	3.9e-28
1503	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	1.8e-190
1552	KOfam	K01406	serralysin [EC:3.4.24.40]	3.3e-30
1565	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1.8e-138
1449	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.9e-137
1537	KOfam	K03406	methyl-accepting chemotaxis protein	9.2e-65
1548	KOfam	K03406	methyl-accepting chemotaxis protein	3e-59
1585	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	1.9e-83
1527	KOfam	K01012	biotin synthase [EC:2.8.1.6]	3.1e-147
1561	KOfam	K07267	porin	1e-50
1580	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	3.4e-163
1521	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	6e-90
1522	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	5.6e-164
1581	KOfam	K02595	nitrogenase-stabilizing/protective protein	3.1e-42
1575	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1596	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.9e-119
1530	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-61
1557	KOfam	K02596	nitrogen fixation protein NifX	7.2e-63
1556	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	6.6e-205
1553	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	1.6e-219
1513	KOfam	K20531	type IV secretion system protein TrbF	5.8e-114
1570	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	1.1e-161
1509	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	1e-203
1508	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	2e-184
1555	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	7e-244
1571	KOfam	K02593	nitrogen fixation protein NifT	4.3e-33
1584	KOfam	K03855	ferredoxin like protein	1.9e-33
1535	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	1.2e-122
1573	KOfam	K02585	nitrogen fixation protein NifB	1.8e-204
1554	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.9e-196
1514	KOfam	K20532	type IV secretion system protein TrbG	5e-116
1587	KOfam	K03704	cold shock protein	4e-31
1541	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	2.7e-57
1515	KOfam	K20533	type IV secretion system protein TrbI	1.1e-147
1514	KOfam	K20533	type IV secretion system protein TrbI	1.2e-112
1505	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	3.4e-160
1453	KOfam	K00407	cytochrome c oxidase cbb3-type subunit IV	4.6e-11
1545	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	3.7e-204
1582	KOfam	K03522	electron transfer flavoprotein alpha subunit	4.8e-120
1546	KOfam	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	4.5e-172
1454	KOfam	K00406	cytochrome c oxidase cbb3-type subunit III	4.4e-94
1578	KOfam	K02588	nitrogenase iron protein NifH	1.4e-143
1602	KOfam	K15786	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	4.6e-231
1579	KOfam	K15790	nitrogen fixation protein NifQ	9.6e-77
1451	KOfam	K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	6.8e-230
1507	KOfam	K20529	type IV secretion system protein TrbD	7.1e-38
1488	KOfam	K09144	uncharacterized protein	3.1e-50
1534	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	4.1e-122
1545	KOfam	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	3.1e-303
1595	KOfam	K01451	hippurate hydrolase [EC:3.5.1.32]	6e-160
1489	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	5.4e-46
1506	KOfam	K20528	type IV secretion system protein TrbC	4.9e-48
1468	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	2.2e-30
1510	KOfam	K20266	type IV secretion system protein TrbJ	1.8e-77
1562	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	3.6e-134
1452	KOfam	K00405	cytochrome c oxidase cbb3-type subunit II	8.5e-99
1603	KOfam	K15785	L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	1.3e-233
1476	KOfam	K03531	cell division protein FtsZ	2.2e-158
1532	KOfam	K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	3.6e-163
1601	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	1.4e-47
1512	KOfam	K07344	type IV secretion system protein TrbL	2.2e-121
1518	KOfam	K22955	acyl homoserine lactone synthase [EC:2.3.1.184]	6.2e-83
1519	KOfam	K19732	LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids	2.1e-80
1469	KOfam	K26273	protein strawberry notch	2.7e-252
1464	KOfam	K15861	CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein	6e-81
1528	KOfam	K01579	aspartate 1-decarboxylase [EC:4.1.1.11]	2.2e-60
1592	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	4.6e-129
1609	KOfam	K07494	putative transposase	1.1e-20
1520	KOfam	K00259	alanine dehydrogenase [EC:1.4.1.1]	4.3e-170
1543	KOfam	K07734	transcriptional regulator	1.7e-85
1459	KOfam	K07481	transposase, IS5 family	3.4e-29
1583	KOfam	K00313	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	8.7e-170
3810	KOfam	K02871	large subunit ribosomal protein L13	8.3e-71
3772	KOfam	K17662	cytochrome b pre-mRNA-processing protein 3	6.2e-50
3762	KOfam	K07738	transcriptional repressor NrdR	2.9e-51
3821	KOfam	K04751	nitrogen regulatory protein P-II 1	4.1e-64
3826	KOfam	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	2.5e-106
3764	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	2.9e-73
3780	KOfam	K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	2.1e-72
3727	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	4.5e-295
3807	KOfam	K06929	uncharacterized protein	4.3e-70
3822	KOfam	K23997	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	3.3e-151
3719	KOfam	K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	5.4e-115
3731	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	5.2e-75
3742	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	1.1e-171
3704	KOfam	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	2.3e-221
3749	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	5.1e-45
3748	KOfam	K07001	NTE family protein	1.9e-48
3768	KOfam	K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]	7.6e-301
3718	KOfam	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	8e-261
3717	KOfam	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	2.4e-31
3817	KOfam	K07010	putative glutamine amidotransferase	1.5e-69
3765	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	6e-50
3721	KOfam	K03100	signal peptidase I [EC:3.4.21.89]	3.6e-70
3713	KOfam	K03664	SsrA-binding protein	8.1e-75
3709	KOfam	K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]	4.6e-126
3828	KOfam	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	0
3838	KOfam	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	5.3e-135
3818	KOfam	K07403	membrane-bound serine protease (ClpP class)	1.1e-150
3808	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	2.3e-70
3832	KOfam	K16264	cobalt-zinc-cadmium efflux system protein	3.9e-108
3820	KOfam	K01915	glutamine synthetase [EC:6.3.1.2]	5.9e-100
3732	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.7e-23
3720	KOfam	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	2.7e-48
3739	KOfam	K21420	leucyl-tRNA---protein transferase [EC:2.3.2.29]	2.2e-102
3722	KOfam	K03685	ribonuclease III [EC:3.1.26.3]	8.2e-70
3811	KOfam	K02996	small subunit ribosomal protein S9	1.7e-70
3738	KOfam	K03322	manganese transport protein	1.8e-192
3770	KOfam	K07795	putative tricarboxylic transport membrane protein	3.2e-33
3761	KOfam	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	7.8e-218
3712	KOfam	K03282	large conductance mechanosensitive channel	2.6e-58
3767	KOfam	K00946	thiamine-monophosphate kinase [EC:2.7.4.16]	3.7e-105
3773	KOfam	K07040	DUF177 domain-containing protein	2.6e-16
3723	KOfam	K03595	GTPase	4.8e-120
3728	KOfam	K07240	chromate transporter	2.9e-65
3774	KOfam	K03621	phosphate acyltransferase [EC:2.3.1.274]	4.9e-134
3803	KOfam	K02259	heme a synthase [EC:1.17.99.9]	1.1e-99
3757	KOfam	K07484	transposase	2.8e-16
3806	KOfam	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	2.6e-215
3766	KOfam	K03625	transcription antitermination protein NusB	9.4e-42
3751	KOfam	K01768	adenylate cyclase [EC:4.6.1.1]	1.1e-60
3775	KOfam	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	2.8e-133
3725	KOfam	K03584	DNA repair protein RecO (recombination protein O)	2.1e-43
3776	KOfam	K04764	integration host factor subunit alpha	2.6e-54
3707	KOfam	K07497	putative transposase	2.3e-24
3778	KOfam	K07497	putative transposase	2.3e-24
3830	KOfam	K07497	putative transposase	2.3e-24
3763	KOfam	K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	3.1e-135
3715	KOfam	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	9.7e-41
3827	KOfam	K03544	ATP-dependent Clp protease ATP-binding subunit ClpX	2.6e-200
3787	KOfam	K13583	GcrA cell cycle regulator	5e-46
3825	KOfam	K03545	trigger factor	3.9e-132
3797	KOfam	K20997	polysaccharide biosynthesis protein PslA	7.8e-141
4374	KOfam	K01968	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	1e-289
4426	KOfam	K04568	elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]	2.9e-115
4375	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	0
4439	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	1.8e-59
4404	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	3.6e-46
4437	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	2.7e-176
4492	KOfam	K13628	iron-sulfur cluster assembly protein	5.7e-43
4458	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	3.7e-60
4420	KOfam	K24131	protease PrsW [EC:3.4.-.-]	7.4e-37
4421	KOfam	K21908	membrane protein HdeD	2.6e-36
4376	KOfam	K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	3.1e-223
4465	KOfam	K03821	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	2.9e-172
4464	KOfam	K03821	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	8.8e-68
