gene_callers_id	source	accession	function	e_value
6712	KOfam	K02050	NitT/TauT family transport system permease protein	3.1e-67
6733	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.3e-133
6732	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.8e-83
6763	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	7.4e-19
6752	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.5e-113
6711	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	7.4e-56
6721	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	1e-70
6716	KOfam	K07506	AraC family transcriptional regulator	5.3e-56
6728	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	1.5e-30
6810	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	2.6e-110
6803	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	4.6e-100
6853	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	2.9e-72
6724	KOfam	K03572	DNA mismatch repair protein MutL	5.4e-214
6766	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.3e-82
6753	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	6e-38
6738	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.7e-47
6748	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	1.7e-55
6719	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.2e-212
6722	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	6.7e-127
6743	KOfam	K07058	membrane protein	3.5e-80
6827	KOfam	K08223	MFS transporter, FSR family, fosmidomycin resistance protein	1.8e-153
6720	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	1.5e-134
6845	KOfam	K13936	malonate transporter and related proteins	8.1e-76
6757	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	8.4e-141
6784	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	5.3e-55
6750	KOfam	K16079	outer membrane immunogenic protein	1.5e-57
6829	KOfam	K16079	outer membrane immunogenic protein	3.2e-39
6779	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	3e-135
6709	KOfam	K05603	formimidoylglutamate deiminase [EC:3.5.3.13]	4.8e-218
6800	KOfam	K03702	excinuclease ABC subunit B	0
6749	KOfam	K03703	excinuclease ABC subunit C	2.3e-232
6774	KOfam	K07161	uncharacterized protein	1.9e-104
6835	KOfam	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	3e-135
6706	KOfam	K01712	urocanate hydratase [EC:4.2.1.49]	4.5e-258
6777	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	3.2e-67
6735	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	2.7e-41
6844	KOfam	K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	2.2e-77
6762	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	4e-150
6768	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1.6e-48
6775	KOfam	K07402	xanthine dehydrogenase accessory factor	1.4e-58
6816	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	2.3e-186
6710	KOfam	K05836	GntR family transcriptional regulator, histidine utilization repressor	1.6e-98
6710	KOfam	K03710	GntR family transcriptional regulator	9.6e-52
6751	KOfam	K03704	cold shock protein	3.2e-35
6818	KOfam	K02355	elongation factor G	1.1e-170
6776	KOfam	K09386	uncharacterized protein	8.7e-68
6785	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.5e-10
6748	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	4.1e-41
6846	KOfam	K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	7.8e-88
6787	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	2.3e-77
6815	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.4e-34
6830	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1e-30
6806	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.2e-17
6821	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	7.1e-95
6772	KOfam	K03520	aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	0
6781	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	5.2e-78
6731	KOfam	K15034	ribosome-associated protein	9.5e-61
6847	KOfam	K18289	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]	1.7e-175
6771	KOfam	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	2.3e-80
6736	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	7.8e-300
6797	KOfam	K06893	uncharacterized protein	1.3e-23
6770	KOfam	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	1.6e-111
6708	KOfam	K01468	imidazolonepropionase [EC:3.5.2.7]	2.9e-202
6723	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	1.8e-67
6713	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	4.5e-113
6833	KOfam	K00831	phosphoserine aminotransferase [EC:2.6.1.52]	9.7e-58
6729	KOfam	K08738	cytochrome c	6.3e-25
6820	KOfam	K03321	sulfate permease, SulP family	1.1e-143
6783	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	7.7e-83
6764	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	7.7e-43
6760	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	7.5e-138
6740	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	4.5e-181
6715	KOfam	K03781	catalase [EC:1.11.1.6]	4.5e-46
6824	KOfam	K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	3.5e-153
6747	KOfam	K03636	sulfur-carrier protein	1.4e-14
6707	KOfam	K01745	histidine ammonia-lyase [EC:4.3.1.3]	4.9e-223
6745	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	2.5e-133
6746	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	3e-49
6788	KOfam	K06942	ribosome-binding ATPase	5.8e-120
6782	KOfam	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	2.4e-150
6786	KOfam	K02897	large subunit ribosomal protein L25	3.3e-70
6834	KOfam	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	7.5e-161
6826	KOfam	K03431	phosphoglucosamine mutase [EC:5.4.2.10]	1.2e-214
6713	KOfam	K02049	NitT/TauT family transport system ATP-binding protein	6.4e-123
6737	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	2.9e-108
6178	KOfam	K01968	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	7.4e-293
6179	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	0
6109	KOfam	K01770	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	3.8e-74
6180	KOfam	K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	9.3e-220
6146	KOfam	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	1.6e-195
6145	KOfam	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	1.5e-185
6125	KOfam	K12340	outer membrane protein	3.7e-113
6124	KOfam	K09991	uncharacterized protein	6.4e-50
6136	KOfam	K02030	polar amino acid transport system substrate-binding protein	8.3e-31
6150	KOfam	K02030	polar amino acid transport system substrate-binding protein	8.6e-30
6194	KOfam	K16079	outer membrane immunogenic protein	1.6e-53
6142	KOfam	K07799	membrane fusion protein, multidrug efflux system	1.1e-162
6157	KOfam	K05367	penicillin-binding protein 1C [EC:2.4.1.129]	6.1e-241
6150	KOfam	K09969	general L-amino acid transport system substrate-binding protein	1.6e-184
6141	KOfam	K07788	multidrug efflux pump	0
6140	KOfam	K07789	multidrug efflux pump	0
6184	KOfam	K03937	NADH dehydrogenase (ubiquinone) Fe-S protein 4	8.3e-36
