gene_callers_id	source	accession	function	e_value
2573	KOfam	K02454	general secretion pathway protein E [EC:7.4.2.8]	1.3e-203
2571	KOfam	K02457	general secretion pathway protein H	1.8e-27
2561	KOfam	K02456	general secretion pathway protein G	1.8e-38
2467	KOfam	K01991	polysaccharide biosynthesis/export protein	4.6e-35
2575	KOfam	K02453	general secretion pathway protein D	1.5e-144
2473	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	8.2e-47
2458	KOfam	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]	6.5e-58
2466	KOfam	K02450	general secretion pathway protein A	1.4e-113
2496	KOfam	K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	2.1e-160
2472	KOfam	K05946	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	7.2e-74
2492	KOfam	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	1.7e-71
2495	KOfam	K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	3.4e-147
2457	KOfam	K16703	colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-]	5.9e-120
2437	KOfam	K19294	alginate O-acetyltransferase complex protein AlgI	9.2e-145
2574	KOfam	K02460	general secretion pathway protein K	6.8e-26
2438	KOfam	K19295	alginate O-acetyltransferase complex protein AlgJ	5e-61
2439	KOfam	K19295	alginate O-acetyltransferase complex protein AlgJ	1e-57
2494	KOfam	K01790	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	1.8e-85
2567	KOfam	K02462	general secretion pathway protein M	4.2e-15
2465	KOfam	K25590	protein tyrosine kinase modulator	1e-92
2436	KOfam	K19296	alginate O-acetyltransferase complex protein AlgF	2.6e-34
2452	KOfam	K07484	transposase	1e-20
2451	KOfam	K07484	transposase	1.8e-14
2493	KOfam	K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	3.2e-106
2570	KOfam	K02458	general secretion pathway protein I	1.8e-21
2577	KOfam	K03746	DNA-binding protein H-NS	2.3e-21
2569	KOfam	K02459	general secretion pathway protein J	6.9e-28
3501	KOfam	K02050	NitT/TauT family transport system permease protein	7.2e-65
3506	KOfam	K13766	methylglutaconyl-CoA hydratase [EC:4.2.1.18]	1.9e-88
3499	KOfam	K00450	gentisate 1,2-dioxygenase [EC:1.13.11.4]	2.3e-144
3632	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	1.9e-45
3524	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	3.2e-123
3497	KOfam	K22296	MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator	2.1e-51
3517	KOfam	K16079	outer membrane immunogenic protein	2e-53
3542	KOfam	K22468	polyphosphate kinase [EC:2.7.4.34]	3.8e-129
3631	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.2e-31
3498	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.2e-31
3508	KOfam	K07020	uncharacterized protein	6.7e-66
3573	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	5.1e-18
3501	KOfam	K15554	sulfonate transport system permease protein	4e-79
