gene_callers_id	source	accession	function	e_value
1717	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	6.5e-239
1673	KOfam	K04030	ethanolamine utilization protein EutQ	4.8e-38
1610	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.5e-47
1619	KOfam	K02053	putative spermidine/putrescine transport system permease protein	7.8e-80
1620	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	7.3e-160
1618	KOfam	K02054	putative spermidine/putrescine transport system permease protein	3.6e-68
1635	KOfam	K02033	peptide/nickel transport system permease protein	6.3e-115
1639	KOfam	K02032	peptide/nickel transport system ATP-binding protein	1.2e-243
1639	KOfam	K02031	peptide/nickel transport system ATP-binding protein	9e-244
1715	KOfam	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	5.3e-268
1637	KOfam	K02035	peptide/nickel transport system substrate-binding protein	5.4e-97
1755	KOfam	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	1.9e-136
1636	KOfam	K02034	peptide/nickel transport system permease protein	7.8e-107
1634	KOfam	K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	5.4e-83
1656	KOfam	K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	8.5e-80
1759	KOfam	K07749	formyl-CoA transferase [EC:2.8.3.16]	3e-172
1751	KOfam	K07749	formyl-CoA transferase [EC:2.8.3.16]	4.7e-172
1752	KOfam	K00836	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	1.1e-191
1660	KOfam	K03522	electron transfer flavoprotein alpha subunit	1.9e-135
1753	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	5.5e-75
1748	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	2.9e-72
1699	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	6.5e-119
