gene_callers_id	source	accession	function	e_value
1587	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.2e-213
1608	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.5e-47
1598	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.4e-120
1490	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	4.5e-192
1537	KOfam	K01406	serralysin [EC:3.4.24.40]	5.7e-30
1550	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	4.1e-140
1599	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	3.2e-158
1522	KOfam	K03406	methyl-accepting chemotaxis protein	2e-65
1533	KOfam	K03406	methyl-accepting chemotaxis protein	3.9e-59
1570	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	8.6e-84
1512	KOfam	K01012	biotin synthase [EC:2.8.1.6]	1.2e-148
1546	KOfam	K07267	porin	2.7e-50
1598	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.6e-125
1565	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2.9e-163
1506	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	1.2e-87
1507	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	2.3e-162
1566	KOfam	K02595	nitrogenase-stabilizing/protective protein	6.6e-43
1560	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1581	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.6e-119
1515	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-61
1542	KOfam	K02596	nitrogen fixation protein NifX	4.3e-63
1541	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	1.6e-203
1538	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	7.4e-220
1499	KOfam	K20531	type IV secretion system protein TrbF	1.2e-114
