gene_callers_id	source	accession	function	e_value
4048	KOfam	K02291	15-cis-phytoene synthase [EC:2.5.1.32]	7.7e-67
4238	KOfam	K06020	energy-dependent translational throttle protein EttA	3.7e-263
4198	KOfam	K02050	NitT/TauT family transport system permease protein	7.5e-68
4387	KOfam	K00109	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	9.6e-143
3863	KOfam	K24915	TMEM175 potassium channel family protein	7.7e-24
4310	KOfam	K02483	two-component system, OmpR family, response regulator	3.5e-81
4363	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.2e-80
3962	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	3.4e-20
3969	KOfam	K03549	KUP system potassium uptake protein	2.8e-191
3921	KOfam	K01438	acetylornithine deacetylase [EC:3.5.1.16]	1.1e-97
3951	KOfam	K07667	two-component system, OmpR family, KDP operon response regulator KdpE	3.9e-98
4082	KOfam	K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	6.5e-157
4047	KOfam	K21677	hydroxysqualene dehydroxylase [EC:1.17.8.1]	1.3e-121
4045	KOfam	K07459	putative ATP-dependent endonuclease of the OLD family	5.7e-51
4224	KOfam	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]	1e-117
3944	KOfam	K01214	isoamylase [EC:3.2.1.68]	0
4335	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	2.2e-84
4007	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	9.9e-59
4008	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	3.8e-53
3941	KOfam	K16147	starch synthase (maltosyl-transferring) [EC:2.4.99.16]	2e-253
4399	KOfam	K21700	beta-alanine degradation protein BauB	6.3e-43
3919	KOfam	K00453	tryptophan 2,3-dioxygenase [EC:1.13.11.11]	3.8e-104
4367	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	2.7e-30
4194	KOfam	K03610	septum site-determining protein MinC	1.2e-63
4225	KOfam	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	1.5e-58
4393	KOfam	K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	1.6e-77
3988	KOfam	K15270	S-adenosylmethionine uptake transporter	1e-54
3850	KOfam	K03406	methyl-accepting chemotaxis protein	1.2e-81
4207	KOfam	K03406	methyl-accepting chemotaxis protein	2.7e-80
4056	KOfam	K03406	methyl-accepting chemotaxis protein	4e-68
3876	KOfam	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	1.8e-171
4230	KOfam	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	5e-63
3977	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	2.1e-141
3869	KOfam	K19304	murein DD-endopeptidase [EC:3.4.24.-]	3.4e-64
4110	KOfam	K03228	type III secretion protein T	1.1e-72
3960	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.5e-83
4069	KOfam	K06147	ATP-binding cassette, subfamily B, bacterial	1.4e-199
4315	KOfam	K02651	pilus assembly protein Flp/PilA	2.7e-15
4345	KOfam	K07675	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	2e-91
4394	KOfam	K01589	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	1.4e-157
4138	KOfam	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	3.5e-69
4252	KOfam	K01012	biotin synthase [EC:2.8.1.6]	4e-148
4107	KOfam	K02280	pilus assembly protein CpaC	1e-153
3858	KOfam	K07461	putative endonuclease	4.4e-21
4115	KOfam	K09699	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	3.7e-141
3953	KOfam	K01548	potassium-transporting ATPase KdpC subunit	5e-89
4137	KOfam	K09471	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	4.1e-121
4108	KOfam	K02281	pilus assembly protein CpaD	1.2e-27
3929	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1.5e-55
3984	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	3.7e-140
4071	KOfam	K02557	chemotaxis protein MotB	5.8e-53
3878	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	1.7e-105
4379	KOfam	K02033	peptide/nickel transport system permease protein	9.7e-114
3935	KOfam	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1.6e-183
4052	KOfam	K07003	uncharacterized protein	5.8e-119
4165	KOfam	K02392	flagellar basal-body rod protein FlgG	3.4e-101
4164	KOfam	K02386	flagellar basal body P-ring formation protein FlgA	2.6e-51
3879	KOfam	K00220	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	1.1e-156
4163	KOfam	K02393	flagellar L-ring protein FlgH	5.1e-73
4181	KOfam	K22296	MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator	1.1e-47
4376	KOfam	K02032	peptide/nickel transport system ATP-binding protein	2e-151
3968	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	2.3e-140
4116	KOfam	K00382	dihydrolipoyl dehydrogenase [EC:1.8.1.4]	9.4e-171
4086	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	7.8e-43
4288	KOfam	K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	1.8e-142
4317	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2.5e-54
3897	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	9.3e-34
4166	KOfam	K02391	flagellar basal-body rod protein FlgF	3.4e-78
4261	KOfam	K02346	DNA polymerase IV [EC:2.7.7.7]	2e-154
4139	KOfam	K02390	flagellar hook protein FlgE	6.6e-100
3980	KOfam	K07001	NTE family protein	4.8e-32
4291	KOfam	K05825	2-aminoadipate transaminase [EC:2.6.1.-]	2.7e-126
4377	KOfam	K02031	peptide/nickel transport system ATP-binding protein	5.3e-143
4396	KOfam	K02970	small subunit ribosomal protein S21	2.6e-34
4347	KOfam	K01070	S-formylglutathione hydrolase [EC:3.1.2.12]	9.9e-140
4046	KOfam	K06045	squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	1.2e-243
4375	KOfam	K02035	peptide/nickel transport system substrate-binding protein	3.5e-88
3922	KOfam	K07005	uncharacterized protein	8.9e-52
4155	KOfam	K02394	flagellar P-ring protein FlgI	1e-160
4285	KOfam	K02419	flagellar biosynthesis protein FliP	3.2e-113
3910	KOfam	K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	5.2e-36
3963	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	9e-155
4262	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	5.2e-36
4154	KOfam	K02395	peptidoglycan hydrolase FlgJ	5e-22
4305	KOfam	K02197	cytochrome c-type biogenesis protein CcmE	7.3e-66
3958	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	5.8e-47
3905	KOfam	K02020	molybdate transport system substrate-binding protein	1.3e-33
4378	KOfam	K02034	peptide/nickel transport system permease protein	4.4e-100
3946	KOfam	K06044	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]	0
4136	KOfam	K08296	phosphohistidine phosphatase [EC:3.1.3.-]	2.2e-52
4231	KOfam	K07006	uncharacterized protein	1.5e-34
4197	KOfam	K09017	TetR/AcrR family transcriptional regulator	2.8e-47
3934	KOfam	K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	2.3e-114
4318	KOfam	K07576	metallo-beta-lactamase family protein	6.9e-176
3886	KOfam	K03704	cold shock protein	4.2e-33
4140	KOfam	K02396	flagellar hook-associated protein 1	2.3e-97
4247	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	1.3e-49
4065	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	2.9e-111
4356	KOfam	K16254	mxaJ protein	1.6e-90
4385	KOfam	K15977	putative oxidoreductase	6.1e-19
3923	KOfam	K00375	GntR family transcriptional regulator / MocR family aminotransferase	9.5e-152
3936	KOfam	K01057	6-phosphogluconolactonase [EC:3.1.1.31]	3.4e-65
3879	KOfam	K04517	prephenate dehydrogenase [EC:1.3.1.12]	2.5e-90
4237	KOfam	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	9.4e-91
4087	KOfam	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	1.6e-120
4054	KOfam	K22705	hopanoid C-2 methylase [EC:2.1.1.-]	5.1e-278
4242	KOfam	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	1.1e-254
4168	KOfam	K02416	flagellar motor switch protein FliM	2.6e-112
3979	KOfam	K18301	TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor	3.4e-56
4055	KOfam	K03735	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	9.3e-244
4304	KOfam	K02198	cytochrome c-type biogenesis protein CcmF	1.3e-189
3871	KOfam	K03696	ATP-dependent Clp protease ATP-binding subunit ClpC	0
3907	KOfam	K01915	glutamine synthetase [EC:6.3.1.2]	2.5e-110
3862	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	2e-153
4195	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	1.6e-122
3927	KOfam	K05805	CreA protein	9.7e-78
4324	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.5e-23
4135	KOfam	K14061	universal stress protein F	2.1e-46
