gene_callers_id	source	accession	function	e_value
3109	KOfam	K07302	isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	1.1e-87
3051	KOfam	K02050	NitT/TauT family transport system permease protein	9.2e-62
2986	KOfam	K02482	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	1.2e-99
3110	KOfam	K07303	isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]	0
3084	KOfam	K06152	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	1.4e-83
2931	KOfam	K19339	NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator	2.8e-166
3016	KOfam	K22622	S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	8.4e-66
3085	KOfam	K06151	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	8.1e-139
3078	KOfam	K00433	non-heme chloroperoxidase [EC:1.11.1.10]	1.1e-132
3034	KOfam	K02030	polar amino acid transport system substrate-binding protein	2.1e-30
3082	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	1e-70
3107	KOfam	K21159	epoxide hydrolase	5.6e-152
3049	KOfam	K05836	GntR family transcriptional regulator, histidine utilization repressor	7.6e-92
3104	KOfam	K07006	uncharacterized protein	1.7e-16
2952	KOfam	K05972	acetylxylan esterase [EC:3.1.1.72]	1.3e-66
3017	KOfam	K17225	sulfane dehydrogenase subunit SoxC	1.8e-159
2929	KOfam	K00376	nitrous-oxide reductase [EC:1.7.2.4]	6.6e-254
2970	KOfam	K10979	DNA end-binding protein Ku	6e-78
3005	KOfam	K14060	putative DNA-invertase from lambdoid prophage Rac	3.6e-48
3092	KOfam	K09958	uncharacterized protein	2.7e-91
3028	KOfam	K00613	glycine amidinotransferase [EC:2.1.4.1]	5.8e-154
3079	KOfam	K05555	cyclase [EC:4.-.-.-]	8.1e-66
2984	KOfam	K05343	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	3e-251
3048	KOfam	K09975	uncharacterized protein	3.5e-34
2928	KOfam	K07218	nitrous oxidase accessory protein	9.1e-151
3096	KOfam	K03446	MFS transporter, DHA2 family, multidrug resistance protein	1.5e-175
3101	KOfam	K03446	MFS transporter, DHA2 family, multidrug resistance protein	5.3e-128
3012	KOfam	K07486	transposase	1.9e-86
3013	KOfam	K07486	transposase	1.1e-56
3038	KOfam	K07486	transposase	5.9e-54
2953	KOfam	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	9.8e-57
3100	KOfam	K03543	membrane fusion protein, multidrug efflux system	3.8e-114
3095	KOfam	K03543	membrane fusion protein, multidrug efflux system	4.8e-114
3029	KOfam	K11741	quaternary ammonium compound-resistance protein SugE	4e-46
2944	KOfam	K07494	putative transposase	4.4e-29
3053	KOfam	K07494	putative transposase	6.3e-25
3057	KOfam	K07483	transposase	1.6e-17
3058	KOfam	K07497	putative transposase	1.8e-30
3060	KOfam	K07497	putative transposase	8e-14
3005	KOfam	K06400	site-specific DNA recombinase	7.2e-47
3059	KOfam	K07482	transposase, IS30 family	3.6e-128
3658	KOfam	K00281	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]	0
3492	KOfam	K07506	AraC family transcriptional regulator	2.8e-45
3626	KOfam	K07112	uncharacterized protein	1.4e-25
3627	KOfam	K07112	uncharacterized protein	2e-19
3617	KOfam	K06190	intracellular septation protein	2.2e-24
3521	KOfam	K13993	HSP20 family protein	2.5e-39
3535	KOfam	K07058	membrane protein	5.9e-85
3638	KOfam	K03932	polyhydroxybutyrate depolymerase	2.7e-43
3591	KOfam	K02392	flagellar basal-body rod protein FlgG	4.2e-102
3590	KOfam	K02386	flagellar basal body P-ring formation protein FlgA	1.8e-45
3659	KOfam	K02437	glycine cleavage system H protein	9.7e-58
3602	KOfam	K02387	flagellar basal-body rod protein FlgB	6.7e-31
3589	KOfam	K02393	flagellar L-ring protein FlgH	1.4e-72
3575	KOfam	K01507	inorganic pyrophosphatase [EC:3.6.1.1]	2.3e-18
3592	KOfam	K02391	flagellar basal-body rod protein FlgF	1e-79
3605	KOfam	K02420	flagellar biosynthesis protein FliQ	5.6e-34
3604	KOfam	K02408	flagellar hook-basal body complex protein FliE	8.9e-26
3517	KOfam	K04078	chaperonin GroES	2.2e-48
3606	KOfam	K02421	flagellar biosynthesis protein FliR	2.8e-77
3507	KOfam	K02347	DNA polymerase (family X)	1.9e-174
3478	KOfam	K02394	flagellar P-ring protein FlgI	1.5e-160
3615	KOfam	K01676	fumarate hydratase, class I [EC:4.2.1.2]	8.7e-285
3600	KOfam	K02419	flagellar biosynthesis protein FliP	3.2e-115
3601	KOfam	K02418	flagellar protein FliO/FliZ	5.5e-18
3477	KOfam	K02395	peptidoglycan hydrolase FlgJ	4.1e-22
3495	KOfam	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	2.3e-56
3504	KOfam	K03470	ribonuclease HII [EC:3.1.26.4]	4.1e-83
3519	KOfam	K03089	RNA polymerase sigma-32 factor	1.2e-124
3520	KOfam	K04080	molecular chaperone IbpA	3.3e-65
3545	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	1.7e-95
3594	KOfam	K02416	flagellar motor switch protein FliM	7.8e-111
3526	KOfam	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	3.8e-87
3526	KOfam	K06880	erythromycin esterase [EC:3.1.1.-]	1.4e-89
3568	KOfam	K02005	HlyD family secretion protein	2.4e-68
3607	KOfam	K02401	flagellar biosynthesis protein FlhB	1.3e-134
3593	KOfam	K02415	flagellar protein FliL	1.5e-41
3538	KOfam	K10979	DNA end-binding protein Ku	5.3e-112
3489	KOfam	K18138	multidrug efflux pump	0
3603	KOfam	K02388	flagellar basal-body rod protein FlgC	8.8e-52
3516	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	5.6e-278
3619	KOfam	K00464	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]	4.4e-122
3568	KOfam	K15727	membrane fusion protein, heavy metal efflux system	7.6e-90
3608	KOfam	K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	4.4e-206
3548	KOfam	K13633	AraC family transcriptional regulator, transcriptional activator FtrA	1.1e-94
3569	KOfam	K15726	heavy metal efflux system protein	0
3551	KOfam	K15056	2-hydroxylaminobenzoate mutase [EC:5.4.99.-]	4.2e-73
3578	KOfam	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	1.3e-64
3582	KOfam	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	1.2e-60
3540	KOfam	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	6.5e-60
3553	KOfam	K18991	AraC family transcriptional regulator, activator of mtrCDE	6.8e-106
3655	KOfam	K03553	recombination protein RecA	3.4e-191
3491	KOfam	K03585	membrane fusion protein, multidrug efflux system	4.3e-94
3482	KOfam	K06204	RNA polymerase-binding transcription factor	3e-57
3481	KOfam	K07118	uncharacterized protein	2.1e-75
3505	KOfam	K01971	bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	1.6e-104
29	KOfam	K22419	Delta4-3-oxosteroid 5beta-reductase [EC:1.3.1.3]	1.2e-60
109	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	1.6e-238
145	KOfam	K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	6.8e-115
118	KOfam	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	6.3e-39
121	KOfam	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	4e-180
