gene_callers_id	source	accession	function	e_value
2046	KOfam	K07302	isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	9.7e-88
1984	KOfam	K09930	uncharacterized protein	1.2e-123
1843	KOfam	K02483	two-component system, OmpR family, response regulator	5.6e-75
2058	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.1e-14
2057	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.3e-09
1840	KOfam	K00108	choline dehydrogenase [EC:1.1.99.1]	2.4e-226
2045	KOfam	K07303	isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]	0
1863	KOfam	K09927	uncharacterized protein	2.3e-111
2048	KOfam	K14393	cation/acetate symporter	1.3e-173
1948	KOfam	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	5.1e-99
1849	KOfam	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	7.3e-179
1978	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	6.2e-72
1982	KOfam	K00520	mercuric reductase [EC:1.16.1.1]	2.5e-246
1919	KOfam	K13993	HSP20 family protein	4.5e-38
1911	KOfam	K13993	HSP20 family protein	2.2e-33
1976	KOfam	K06888	uncharacterized protein	4.5e-216
1982	KOfam	K00221	alkylmercury lyase [EC:4.99.1.2]	1.3e-42
2059	KOfam	K00433	non-heme chloroperoxidase [EC:1.11.1.10]	7e-137
2062	KOfam	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1.4e-263
2041	KOfam	K07006	uncharacterized protein	3.7e-51
2042	KOfam	K16137	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	1.7e-43
1949	KOfam	K03089	RNA polymerase sigma-32 factor	5.8e-100
1987	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	6.6e-35
1986	KOfam	K15977	putative oxidoreductase	5.7e-20
2000	KOfam	K06937	tetraether lipid synthase [EC:1.21.98.5]	1.3e-148
1902	KOfam	K07156	copper resistance protein C	2e-33
1867	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.1e-30
2069	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.1e-26
2055	KOfam	K21959	LysR family transcriptional regulator, cell division regulator	6.7e-86
