gene_callers_id	source	accession	function	e_value
547	KOfam	K03414	chemotaxis protein CheZ	2.4e-48
594	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.9e-132
593	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.3e-81
624	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	6.7e-19
573	KOfam	K09702	uncharacterized protein	1.3e-70
613	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	1.6e-110
569	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	7.4e-167
582	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	2.7e-70
589	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	2e-31
563	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	2.2e-108
662	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	3.9e-109
655	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	9.7e-101
585	KOfam	K03572	DNA mismatch repair protein MutL	2.2e-215
627	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	4.8e-82
614	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	1.7e-39
599	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.4e-47
562	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	5.6e-158
609	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	1.1e-55
580	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	5.1e-211
570	KOfam	K01574	acetoacetate decarboxylase [EC:4.1.1.4]	1.3e-45
583	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	2.4e-127
604	KOfam	K07058	membrane protein	8e-80
581	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	1.4e-134
554	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	9.3e-65
618	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	3.4e-140
551	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	1.5e-129
611	KOfam	K16079	outer membrane immunogenic protein	3.4e-61
632	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	4.2e-138
652	KOfam	K03702	excinuclease ABC subunit B	0
545	KOfam	K04078	chaperonin GroES	7.4e-49
610	KOfam	K03703	excinuclease ABC subunit C	3.3e-232
549	KOfam	K09945	uncharacterized protein	2.8e-58
630	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	4.3e-68
596	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	2.9e-41
541	KOfam	K03303	lactate permease	3e-178
623	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	3.9e-152
629	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1.3e-48
668	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	5.7e-187
612	KOfam	K03704	cold shock protein	2.9e-35
670	KOfam	K02355	elongation factor G	2.8e-173
638	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.1e-11
552	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	2.8e-67
609	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1.6e-41
640	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	5.2e-67
667	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.8e-34
658	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	7.6e-19
673	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	2.4e-94
635	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	2.8e-77
592	KOfam	K15034	ribosome-associated protein	5.2e-62
559	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	4.7e-65
597	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	8.1e-297
650	KOfam	K06893	uncharacterized protein	3e-24
584	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	3e-68
590	KOfam	K08738	cytochrome c	3.7e-24
672	KOfam	K03321	sulfate permease, SulP family	8.8e-145
544	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	2.1e-277
637	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	2.6e-81
625	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	4.2e-43
621	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	8.4e-140
556	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	8.7e-120
601	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	4.3e-182
608	KOfam	K03636	sulfur-carrier protein	5.8e-15
577	KOfam	K07491	REP-associated tyrosine transposase	4.1e-37
