gene_callers_id	source	accession	function	e_value
898	KOfam	K01997	branched-chain amino acid transport system permease protein	1.2e-66
885	KOfam	K02520	translation initiation factor IF-3	1.1e-62
866	KOfam	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	5.2e-88
791	KOfam	K08973	protoporphyrinogen IX oxidase [EC:1.3.99.-]	1.1e-64
846	KOfam	K02279	pilus assembly protein CpaB	6.7e-68
851	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	3.2e-89
900	KOfam	K01995	branched-chain amino acid transport system ATP-binding protein	4.2e-97
790	KOfam	K03628	transcription termination factor Rho	3.8e-227
762	KOfam	K04751	nitrogen regulatory protein P-II 1	2.5e-60
767	KOfam	K04751	nitrogen regulatory protein P-II 1	1.8e-58
891	KOfam	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	1.3e-94
766	KOfam	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	5.3e-93
811	KOfam	K00867	type I pantothenate kinase [EC:2.7.1.33]	1.6e-151
883	KOfam	K02916	large subunit ribosomal protein L35	4.9e-14
843	KOfam	K02282	pilus assembly protein CpaE	2.6e-114
845	KOfam	K02280	pilus assembly protein CpaC	4.1e-143
794	KOfam	K00859	dephospho-CoA kinase [EC:2.7.1.24]	3.2e-69
767	KOfam	K04752	nitrogen regulatory protein P-II 2	9.8e-63
848	KOfam	K07460	putative endonuclease	5.8e-36
844	KOfam	K02281	pilus assembly protein CpaD	2.1e-77
904	KOfam	K09990	uncharacterized protein	1e-137
853	KOfam	K00989	ribonuclease PH [EC:2.7.7.56]	1.3e-135
874	KOfam	K21600	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	1.4e-37
847	KOfam	K01920	glutathione synthase [EC:6.3.2.3]	4.8e-138
760	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.1e-126
905	KOfam	K03919	DNA oxidative demethylase [EC:1.14.11.33]	1.7e-85
796	KOfam	K03071	preprotein translocase subunit SecB	3.3e-67
782	KOfam	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	0
787	KOfam	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	6.5e-55
801	KOfam	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	2.1e-213
856	KOfam	K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	6.7e-74
795	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	9.8e-58
