gene_callers_id	source	accession	function	e_value
230	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	8.7e-190
286	KOfam	K02050	NitT/TauT family transport system permease protein	9.6e-71
211	KOfam	K07473	DNA-damage-inducible protein J	1.2e-27
233	KOfam	K18581	unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]	5e-83
229	KOfam	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	1.8e-57
258	KOfam	K05986	nuclease S1 [EC:3.1.30.1]	7.1e-38
210	KOfam	K05820	MFS transporter, PPP family, 3-phenylpropionic acid transporter	6.2e-85
268	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	3.5e-38
220	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	1.2e-34
231	KOfam	K13876	2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]	3.4e-135
240	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	2.6e-82
263	KOfam	K03734	FAD:protein FMN transferase [EC:2.7.1.180]	8.4e-53
230	KOfam	K19962	6-oxohexanoate dehydrogenase [EC:1.2.1.63]	3.1e-205
227	KOfam	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	1.5e-65
288	KOfam	K15553	sulfonate transport system substrate-binding protein	6.9e-65
213	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	5.8e-119
193	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	1.7e-32
286	KOfam	K15554	sulfonate transport system permease protein	3.1e-101
291	KOfam	K10111	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	5.7e-172
235	KOfam	K02529	LacI family transcriptional regulator	4.5e-98
246	KOfam	K11959	urea transport system substrate-binding protein	5.3e-110
241	KOfam	K11959	urea transport system substrate-binding protein	8.8e-110
185	KOfam	K07487	transposase	7.1e-135
174	KOfam	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	2.2e-60
253	KOfam	K05898	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]	7.1e-171
294	KOfam	K00852	ribokinase [EC:2.7.1.15]	2.7e-96
246	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	9.5e-59
241	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	4.9e-56
153	KOfam	K07483	transposase	8.2e-16
201	KOfam	K07497	putative transposase	3.2e-25
202	KOfam	K07497	putative transposase	4.8e-06
6804	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	4e-23
6881	KOfam	K07263	zinc protease [EC:3.4.24.-]	8.5e-118
6786	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	1.3e-241
6735	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	6.6e-140
6861	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	6.4e-102
6801	KOfam	K22027	indole-3-acetate monooxygenase [EC:1.14.13.235]	7.1e-154
