gene_callers_id	source	accession	function	e_value
6836	KOfam	K03414	chemotaxis protein CheZ	5.8e-49
6791	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.2e-130
6792	KOfam	K07263	zinc protease [EC:3.4.24.-]	6.1e-84
6764	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.3e-18
6774	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.2e-111
6812	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	7.9e-167
6803	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	5.1e-71
6827	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	1.6e-52
6796	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	4.2e-31
6817	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	3.8e-106
6722	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	4.2e-108
6732	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	8.9e-102
6800	KOfam	K03572	DNA mismatch repair protein MutL	8.6e-217
6762	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	6.4e-86
6773	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	3e-38
6786	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.8e-47
6818	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	4.8e-156
6778	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	3.9e-50
6805	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.5e-214
6802	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	8.6e-119
6783	KOfam	K07058	membrane protein	3.2e-82
6804	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	9.3e-137
6826	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	3.3e-66
6769	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	4.2e-143
6750	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	5.9e-55
6831	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	1.6e-126
6776	KOfam	K16079	outer membrane immunogenic protein	1e-57
6755	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2.2e-138
6735	KOfam	K03702	excinuclease ABC subunit B	0
6838	KOfam	K04078	chaperonin GroES	2.1e-49
6777	KOfam	K03703	excinuclease ABC subunit C	1.8e-232
6833	KOfam	K09945	uncharacterized protein	7e-58
6757	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	2.2e-67
6789	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	4.4e-41
6842	KOfam	K03303	lactate permease	1.5e-178
6765	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	9.3e-153
6760	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1.9e-48
6716	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	1.3e-186
6846	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	2.4e-126
6775	KOfam	K03704	cold shock protein	3.4e-35
6714	KOfam	K02355	elongation factor G	1.1e-172
6846	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	2.3e-165
6749	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.8e-11
6830	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	5.6e-68
6778	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	8.6e-38
6746	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1.6e-77
6717	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.6e-36
6727	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.4e-17
6710	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	3.1e-95
6753	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	6.1e-79
6793	KOfam	K15034	ribosome-associated protein	3.6e-61
6821	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1.7e-65
