gene_callers_id	source	accession	function	e_value
7800	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	1e-27
7815	KOfam	K03406	methyl-accepting chemotaxis protein	1.7e-87
7816	KOfam	K03406	methyl-accepting chemotaxis protein	2.2e-84
7814	KOfam	K03406	methyl-accepting chemotaxis protein	3.5e-81
7669	KOfam	K02069	UDP-glucose/iron transport system permease protein	9.8e-85
7658	KOfam	K13993	HSP20 family protein	2.1e-37
7806	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1.3e-73
7742	KOfam	K03932	polyhydroxybutyrate depolymerase	3.2e-44
7792	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	7.1e-115
7674	KOfam	K16079	outer membrane immunogenic protein	1.2e-50
7739	KOfam	K08482	circadian clock protein KaiC	5.7e-163
7807	KOfam	K01465	dihydroorotase [EC:3.5.2.3]	3.7e-114
7664	KOfam	K04078	chaperonin GroES	7.8e-50
7767	KOfam	K02347	DNA polymerase (family X)	6.8e-205
7796	KOfam	K10794	D-proline reductase (dithiol) PrdB [EC:1.21.4.1]	7.2e-48
7759	KOfam	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]	3e-35
7770	KOfam	K03470	ribonuclease HII [EC:3.1.26.4]	1.8e-83
7662	KOfam	K03089	RNA polymerase sigma-32 factor	7.3e-116
7654	KOfam	K04080	molecular chaperone IbpA	8.9e-72
7805	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	6.3e-46
7819	KOfam	K19745	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	4.1e-160
7656	KOfam	K05595	multiple antibiotic resistance protein	3.9e-57
7786	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	6.2e-130
7744	KOfam	K10979	DNA end-binding protein Ku	7.3e-113
7650	KOfam	K10979	DNA end-binding protein Ku	1.4e-109
7789	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	1.7e-21
7809	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1.8e-94
