gene_callers_id	source	accession	function	e_value
1539	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	8.6e-214
1558	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.8e-47
1550	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.3e-120
1450	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	1e-192
1492	KOfam	K01406	serralysin [EC:3.4.24.40]	5.5e-30
1505	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	3.5e-140
1405	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.8e-137
1551	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	8.8e-158
1480	KOfam	K03406	methyl-accepting chemotaxis protein	1.3e-64
1489	KOfam	K03406	methyl-accepting chemotaxis protein	3.7e-59
1525	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	4.6e-84
1471	KOfam	K01012	biotin synthase [EC:2.8.1.6]	2.6e-148
1501	KOfam	K07267	porin	2.6e-50
1550	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.5e-125
1520	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2.8e-163
1465	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	6.7e-89
1466	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	3.3e-162
1521	KOfam	K02595	nitrogenase-stabilizing/protective protein	6.4e-43
1515	KOfam	K02597	nitrogen fixation protein NifZ	7e-43
1534	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	5.7e-119
1474	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.8e-61
1497	KOfam	K02596	nitrogen fixation protein NifX	7.1e-63
1496	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	9.1e-203
1493	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	7.1e-220
1458	KOfam	K20531	type IV secretion system protein TrbF	2.9e-113
1510	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	4.5e-162
1455	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
1495	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	1.4e-243
1511	KOfam	K02593	nitrogen fixation protein NifT	2.6e-32
1524	KOfam	K03855	ferredoxin like protein	1.8e-33
1478	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	1.4e-122
1513	KOfam	K02585	nitrogen fixation protein NifB	9e-207
1494	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.4e-195
1459	KOfam	K20532	type IV secretion system protein TrbG	3.1e-115
1482	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	8.9e-57
1460	KOfam	K20533	type IV secretion system protein TrbI	3.3e-148
1459	KOfam	K20533	type IV secretion system protein TrbI	1e-112
1452	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	4.4e-162
1409	KOfam	K00407	cytochrome c oxidase cbb3-type subunit IV	3.1e-11
1485	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	3.3e-201
1522	KOfam	K03522	electron transfer flavoprotein alpha subunit	2.8e-120
1486	KOfam	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	2.3e-170
1410	KOfam	K00406	cytochrome c oxidase cbb3-type subunit III	4.1e-94
1518	KOfam	K02588	nitrogenase iron protein NifH	1.4e-143
1539	KOfam	K15786	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	9.4e-232
1519	KOfam	K15790	nitrogen fixation protein NifQ	1.8e-76
1407	KOfam	K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	1.2e-230
1454	KOfam	K20529	type IV secretion system protein TrbD	6.9e-38
1436	KOfam	K09144	uncharacterized protein	3.1e-50
1477	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	5.5e-122
1485	KOfam	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	6e-298
1437	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	1.4e-46
