gene_callers_id	source	accession	function	e_value
4987	KOfam	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	2.1e-204
4975	KOfam	K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	2.8e-54
4904	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.6e-94
4928	KOfam	K01012	biotin synthase [EC:2.8.1.6]	1.6e-68
4973	KOfam	K06193	protein PhnA	5.1e-52
4889	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	3e-108
4840	KOfam	K19200	isopenicillin-N N-acyltransferase like protein	1.3e-92
4916	KOfam	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	1.6e-206
4849	KOfam	K14446	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	1.7e-223
4880	KOfam	K16079	outer membrane immunogenic protein	1.4e-51
4933	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-63
4897	KOfam	K14657	LysR family transcriptional regulator, nod-box dependent transcriptional activator	6.5e-139
4990	KOfam	K03300	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	3.2e-172
4860	KOfam	K11103	aerobic C4-dicarboxylate transport protein	3.1e-201
4900	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	3.1e-65
4910	KOfam	K02584	Nif-specific regulatory protein	3.8e-204
4942	KOfam	K00836	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	8.8e-187
4899	KOfam	K14658	nodulation protein A [EC:2.3.1.-]	1.3e-92
4900	KOfam	K14659	chitooligosaccharide deacetylase [EC:3.5.1.-]	9.6e-98
4949	KOfam	K01732	pectin lyase [EC:4.2.2.10]	2.7e-100
4936	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	1.1e-74
4906	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	2e-222
4903	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	1.6e-123
4911	KOfam	K03521	electron transfer flavoprotein beta subunit	3.3e-74
4901	KOfam	K14666	N-acetylglucosaminyltransferase [EC:2.4.1.-]	1.4e-218
4914	KOfam	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	3.8e-232
4950	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	5.3e-139
4915	KOfam	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	8.4e-143
4894	KOfam	K21744	MerR family transcriptional regulator, thiopeptide resistance regulator	3.9e-49
4842	KOfam	K07492	putative transposase	4e-23
4904	KOfam	K09695	lipooligosaccharide transport system ATP-binding protein	7.8e-143
4994	KOfam	K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	6.2e-167
4989	KOfam	K17737	LysR family transcriptional regulator, carnitine catabolism transcriptional activator	5.7e-94
4997	KOfam	K11352	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12	2.7e-28
4993	KOfam	K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	2.6e-236
4999	KOfam	K13633	AraC family transcriptional regulator, transcriptional activator FtrA	1e-93
4929	KOfam	K01579	aspartate 1-decarboxylase [EC:4.1.1.11]	1.3e-49
4905	KOfam	K09694	lipooligosaccharide transport system permease protein	3.2e-89
4972	KOfam	K06996	uncharacterized protein	1.5e-17
4836	KOfam	K07493	putative transposase	7e-93
4827	KOfam	K24116	N-acetyl-S-(2-succino)cysteine monooxygenase [EC:1.14.-.-]	2.3e-180
4981	KOfam	K00507	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1.1e-60
4824	KOfam	K07484	transposase	2.8e-23
4811	KOfam	K07484	transposase	2.2e-07
4998	KOfam	K18199	cyclohexyl-isocyanide hydratase [EC:4.2.1.103]	6.4e-111
4892	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	1.5e-53
4823	KOfam	K07483	transposase	4.2e-19
4865	KOfam	K07483	transposase	2.2e-15
4866	KOfam	K07497	putative transposase	2.6e-51
4868	KOfam	K07497	putative transposase	3e-42
4869	KOfam	K07497	putative transposase	7.6e-21
4946	KOfam	K14986	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	1e-109
4812	KOfam	K06400	site-specific DNA recombinase	5.1e-62
4749	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	1e-208
4708	KOfam	K02050	NitT/TauT family transport system permease protein	1.3e-74
4773	KOfam	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	5.2e-201
4648	KOfam	K07263	zinc protease [EC:3.4.24.-]	5.9e-123
4650	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.6e-117
4647	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.2e-79
4685	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	2.9e-139
4792	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.7e-122
4777	KOfam	K02053	putative spermidine/putrescine transport system permease protein	2.9e-102
4774	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	2.8e-161
4693	KOfam	K03406	methyl-accepting chemotaxis protein	8.1e-63
4652	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	1.8e-82
4770	KOfam	K05710	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	2.7e-34
4633	KOfam	K03605	hydrogenase maturation protease [EC:3.4.23.-]	1.4e-61
