gene_callers_id	source	accession	function	e_value
6551	KOfam	K09924	uncharacterized protein	1.2e-27
6555	KOfam	K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	2.5e-63
6543	KOfam	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	1.4e-88
6556	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	7.2e-107
6610	KOfam	K01990	ABC-2 type transport system ATP-binding protein	2.2e-85
6542	KOfam	K02294	beta-carotene hydroxylase [EC:1.14.13.-]	6.5e-42
6659	KOfam	K01992	ABC-2 type transport system permease protein	3.3e-06
6714	KOfam	K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]	1.8e-157
6568	KOfam	K13993	HSP20 family protein	7.2e-37
6713	KOfam	K17947	dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]	5.7e-144
6635	KOfam	K02351	putative membrane protein	1.7e-75
6710	KOfam	K06320	spore maturation protein CgeB	6e-38
6719	KOfam	K06320	spore maturation protein CgeB	9.7e-35
6718	KOfam	K06320	spore maturation protein CgeB	5.3e-34
6637	KOfam	K23995	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	2.9e-266
6611	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	2.5e-69
6573	KOfam	K09992	uncharacterized protein	1.1e-65
6626	KOfam	K09992	uncharacterized protein	2.2e-63
6549	KOfam	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	2e-45
6615	KOfam	K04080	molecular chaperone IbpA	2.8e-68
6567	KOfam	K04080	molecular chaperone IbpA	6.4e-68
6547	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	3.7e-89
6638	KOfam	K16254	mxaJ protein	9e-105
6539	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.4e-28
6652	KOfam	K10979	DNA end-binding protein Ku	8.6e-72
6632	KOfam	K15408	cytochrome c oxidase subunit I+III [EC:7.1.1.9]	0
6708	KOfam	K01858	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	1.1e-71
6532	KOfam	K06940	uncharacterized protein	3.8e-12
6711	KOfam	K15257	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	2.8e-85
6622	KOfam	K01989	putative tryptophan/tyrosine transport system substrate-binding protein	3.3e-43
6641	KOfam	K00117	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	1.2e-261
6608	KOfam	K25153	gliding motility-associatede transport system auxiliary component	4.8e-71
6631	KOfam	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	2.1e-71
6528	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	9.1e-65
6610	KOfam	K25152	gliding motility-associated transport system ATP-binding protein	3.7e-110
6687	KOfam	K01971	bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	9e-87
6609	KOfam	K25151	gliding motility-associated transport system permease protein	7e-67
8763	KOfam	K08970	nickel/cobalt transporter (NicO) family protein	6.1e-55
8768	KOfam	K08970	nickel/cobalt transporter (NicO) family protein	5e-21
8663	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	9.6e-19
8652	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	3.6e-113
8710	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	6e-110
8701	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	1.2e-100
8665	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	4.3e-81
8653	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	4.1e-38
8648	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	9.1e-55
8643	KOfam	K07058	membrane protein	1.5e-82
8728	KOfam	K08223	MFS transporter, FSR family, fosmidomycin resistance protein	1.2e-153
