gene_callers_id	source	accession	function	e_value
4738	KOfam	K02050	NitT/TauT family transport system permease protein	2.6e-76
4857	KOfam	K02050	NitT/TauT family transport system permease protein	2.6e-64
4858	KOfam	K02050	NitT/TauT family transport system permease protein	2.7e-64
4851	KOfam	K24915	TMEM175 potassium channel family protein	1.6e-25
4710	KOfam	K02454	general secretion pathway protein E [EC:7.4.2.8]	2.5e-203
4856	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	5.1e-49
4806	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	1.3e-192
4712	KOfam	K02457	general secretion pathway protein H	1.3e-27
4722	KOfam	K02456	general secretion pathway protein G	1.2e-37
4707	KOfam	K02453	general secretion pathway protein D	2e-145
4751	KOfam	K02242	competence protein ComFC	3.7e-22
4683	KOfam	K13472	sulfotransferase	4.8e-112
4760	KOfam	K02595	nitrogenase-stabilizing/protective protein	4.9e-42
4764	KOfam	K02597	nitrogen fixation protein NifZ	1.5e-40
4770	KOfam	K02597	nitrogen fixation protein NifZ	3.5e-18
4746	KOfam	K05986	nuclease S1 [EC:3.1.30.1]	6.9e-55
4774	KOfam	K02596	nitrogen fixation protein NifX	2.3e-55
4775	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	4.4e-199
4778	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	1.1e-218
4847	KOfam	K22468	polyphosphate kinase [EC:2.7.4.34]	2.4e-157
4816	KOfam	K20531	type IV secretion system protein TrbF	7e-111
4750	KOfam	K04096	DNA processing protein	1.4e-78
4811	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
4776	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	2e-234
4770	KOfam	K02593	nitrogen fixation protein NifT	2.1e-32
4756	KOfam	K03855	ferredoxin like protein	1.1e-33
4754	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	3.6e-131
4767	KOfam	K02585	nitrogen fixation protein NifB	6.2e-203
4777	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.9e-196
4817	KOfam	K20532	type IV secretion system protein TrbG	2.5e-115
4748	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	2.4e-33
4732	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	2.9e-31
4818	KOfam	K20533	type IV secretion system protein TrbI	1.1e-144
4817	KOfam	K20533	type IV secretion system protein TrbI	1.4e-111
4808	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	2.7e-159
4849	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	2.7e-102
4730	KOfam	K18843	antitoxin HicB	1.1e-18
4758	KOfam	K03522	electron transfer flavoprotein alpha subunit	1.5e-120
4762	KOfam	K02588	nitrogenase iron protein NifH	7.4e-144
4761	KOfam	K15790	nitrogen fixation protein NifQ	6.5e-74
4850	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	3.2e-153
4810	KOfam	K20529	type IV secretion system protein TrbD	1.7e-37
4755	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	7.8e-126
4759	KOfam	K03521	electron transfer flavoprotein beta subunit	1.7e-73
4734	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	9.3e-93
4809	KOfam	K20528	type IV secretion system protein TrbC	1.5e-46
4812	KOfam	K20266	type IV secretion system protein TrbJ	1.2e-76
4741	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	4.4e-151
