gene_callers_id	source	accession	function	e_value
7055	KOfam	K03414	chemotaxis protein CheZ	1.4e-49
7007	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.9e-129
6977	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	3.1e-18
6987	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	1.6e-110
7029	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	2.7e-167
7045	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	8e-53
7012	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	7.8e-31
7034	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	6.4e-104
6936	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	1.3e-109
6945	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	1.6e-102
7017	KOfam	K03572	DNA mismatch repair protein MutL	7.4e-148
6975	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	5.5e-86
6986	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	1.8e-37
7002	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.8e-47
7035	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	3.3e-74
7036	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	1.9e-57
7022	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	3.4e-213
7083	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	2.4e-41
7019	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1.3e-124
6999	KOfam	K07058	membrane protein	8e-79
7021	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	2.2e-136
7044	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	6.1e-64
6982	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	1.9e-138
6963	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	2.4e-55
7049	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	5.4e-127
6989	KOfam	K16079	outer membrane immunogenic protein	1.2e-58
6968	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.1e-137
6948	KOfam	K03702	excinuclease ABC subunit B	0
7057	KOfam	K04078	chaperonin GroES	4.1e-48
6990	KOfam	K03703	excinuclease ABC subunit C	3.8e-232
7051	KOfam	K09945	uncharacterized protein	5.3e-58
6970	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	1e-62
7005	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	4.6e-42
7061	KOfam	K03303	lactate permease	2.9e-175
6978	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	6.7e-153
6973	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1.4e-46
6929	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	2.3e-183
