gene_callers_id	source	accession	function	e_value
1591	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.2e-213
1603	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.4e-120
1495	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	2.8e-191
1541	KOfam	K01406	serralysin [EC:3.4.24.40]	5.7e-30
1554	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1.2e-141
1604	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	3.2e-158
1526	KOfam	K03406	methyl-accepting chemotaxis protein	1.3e-65
1537	KOfam	K03406	methyl-accepting chemotaxis protein	3.8e-59
1574	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	1e-83
1516	KOfam	K01012	biotin synthase [EC:2.8.1.6]	2.8e-149
1550	KOfam	K07267	porin	3e-50
1603	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.6e-125
1569	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2.9e-163
1510	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	6.9e-89
1511	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	1.6e-162
1570	KOfam	K02595	nitrogenase-stabilizing/protective protein	6.6e-43
1564	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1585	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.2e-119
1519	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-61
1546	KOfam	K02596	nitrogen fixation protein NifX	7.3e-63
1545	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	5.4e-204
1542	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	4.4e-219
1503	KOfam	K20531	type IV secretion system protein TrbF	2.7e-111
1559	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	2.6e-161
1500	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
1544	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	8.7e-244
1560	KOfam	K02593	nitrogen fixation protein NifT	2.7e-32
1573	KOfam	K03855	ferredoxin like protein	1.9e-33
1524	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	6.9e-122
1562	KOfam	K02585	nitrogen fixation protein NifB	1.8e-205
1543	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.4e-195
1504	KOfam	K20532	type IV secretion system protein TrbG	2.9e-116
1530	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	3.6e-56
1505	KOfam	K20533	type IV secretion system protein TrbI	1.1e-148
1504	KOfam	K20533	type IV secretion system protein TrbI	4.3e-113
1497	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	5.9e-162
1534	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	4.5e-201
1571	KOfam	K03522	electron transfer flavoprotein alpha subunit	4.8e-120
1535	KOfam	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	6.9e-172
1567	KOfam	K02588	nitrogenase iron protein NifH	1.6e-143
1591	KOfam	K15786	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	4.6e-231
1568	KOfam	K15790	nitrogen fixation protein NifQ	8.6e-78
1499	KOfam	K20529	type IV secretion system protein TrbD	7.1e-38
1479	KOfam	K09144	uncharacterized protein	8.2e-50
1523	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	5.6e-122
1534	KOfam	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	4.1e-298
1584	KOfam	K01451	hippurate hydrolase [EC:3.5.1.32]	6e-160
1480	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	6.1e-46
1604	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	4.2e-135
1498	KOfam	K20528	type IV secretion system protein TrbC	9.3e-49
1460	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	7.8e-28
1501	KOfam	K20266	type IV secretion system protein TrbJ	3.3e-77
1551	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	2.5e-135
1592	KOfam	K15785	L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	1.3e-233
