gene_callers_id	source	accession	function	e_value
7465	KOfam	K03414	chemotaxis protein CheZ	4.7e-50
7416	KOfam	K07263	zinc protease [EC:3.4.24.-]	9.6e-131
7417	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.8e-81
7387	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	8.9e-19
7398	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	1.9e-113
7439	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	6.3e-166
7428	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	1.9e-69
7455	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	2.2e-53
7421	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	2.3e-31
7445	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	1.6e-105
7342	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	4.8e-101
7425	KOfam	K03572	DNA mismatch repair protein MutL	1.2e-212
7385	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	7.5e-84
7397	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	1.2e-38
7437	KOfam	K06190	intracellular septation protein	4.6e-29
7411	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	9.8e-48
7446	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	3.1e-157
7402	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	7.2e-55
7430	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	4.7e-211
7499	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	1.9e-70
7427	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	6.6e-127
7407	KOfam	K07058	membrane protein	2.8e-80
7429	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	1.4e-136
7510	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	6.1e-84
7454	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1.8e-66
7393	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	3.1e-139
7363	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	9.9e-57
7460	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	7.7e-128
7400	KOfam	K16079	outer membrane immunogenic protein	2.6e-59
7368	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	2.8e-135
7484	KOfam	K01854	UDP-galactopyranose mutase [EC:5.4.99.9]	3.6e-173
7345	KOfam	K03702	excinuclease ABC subunit B	0
