gene_callers_id	source	accession	function	e_value
4509	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	1.5e-213
4512	KOfam	K02053	putative spermidine/putrescine transport system permease protein	8.2e-123
4418	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	8e-189
4405	KOfam	K23499	required for meiotic nuclear division protein 1	4e-25
4513	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	4e-158
4393	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	6.5e-83
4381	KOfam	K13628	iron-sulfur cluster assembly protein	1.7e-43
4512	KOfam	K02054	putative spermidine/putrescine transport system permease protein	9.7e-127
4398	KOfam	K02595	nitrogenase-stabilizing/protective protein	4e-39
4389	KOfam	K02597	nitrogen fixation protein NifZ	7.8e-41
4468	KOfam	K02597	nitrogen fixation protein NifZ	8.5e-39
4390	KOfam	K02597	nitrogen fixation protein NifZ	7.7e-26
4469	KOfam	K02597	nitrogen fixation protein NifZ	2.6e-21
4441	KOfam	K20531	type IV secretion system protein TrbF	1.1e-110
4383	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	5.5e-155
4423	KOfam	K01501	nitrilase [EC:3.5.5.1]	2.3e-94
4437	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
4384	KOfam	K02593	nitrogen fixation protein NifT	2.6e-32
4402	KOfam	K03855	ferredoxin like protein	1.4e-34
4386	KOfam	K02585	nitrogen fixation protein NifB	7.3e-207
4442	KOfam	K20532	type IV secretion system protein TrbG	5.9e-113
4433	KOfam	K11103	aerobic C4-dicarboxylate transport protein	1.5e-199
4443	KOfam	K20533	type IV secretion system protein TrbI	2.2e-145
4442	KOfam	K20533	type IV secretion system protein TrbI	1.2e-110
4434	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	5e-158
4400	KOfam	K03522	electron transfer flavoprotein alpha subunit	3.9e-121
4394	KOfam	K02588	nitrogenase iron protein NifH	1e-142
4509	KOfam	K15786	aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	6.2e-230
4395	KOfam	K15790	nitrogen fixation protein NifQ	3.9e-81
4436	KOfam	K20529	type IV secretion system protein TrbD	1.3e-37
4486	KOfam	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	1e-85
4513	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	3e-134
4435	KOfam	K20528	type IV secretion system protein TrbC	4.4e-46
4438	KOfam	K20266	type IV secretion system protein TrbJ	7.9e-78
4510	KOfam	K15785	L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	4.3e-234
4508	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	2.8e-47
4478	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	3.4e-46
