gene_callers_id	source	accession	function	e_value
6378	KOfam	K03414	chemotaxis protein CheZ	4.9e-50
6334	KOfam	K07263	zinc protease [EC:3.4.24.-]	9e-131
6335	KOfam	K07263	zinc protease [EC:3.4.24.-]	8.3e-82
6307	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.2e-17
6317	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.2e-111
6353	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	5.6e-168
6340	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	3.2e-71
6369	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	9.4e-53
6359	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	1.3e-105
6259	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	1.6e-107
6266	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	6e-101
6337	KOfam	K03572	DNA mismatch repair protein MutL	6e-215
6305	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	2.2e-84
6316	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	4.8e-39
6351	KOfam	K06190	intracellular septation protein	8.1e-30
6329	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	3.4e-47
6360	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	7.5e-160
6321	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	3.1e-54
6342	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.2e-209
6339	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	9.6e-125
6326	KOfam	K07058	membrane protein	1.3e-80
6341	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	7.4e-136
6368	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1.2e-65
6312	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	4.3e-140
6289	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	3.2e-56
6374	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	6.1e-129
6319	KOfam	K16079	outer membrane immunogenic protein	1.8e-59
6294	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.8e-137
6270	KOfam	K03702	excinuclease ABC subunit B	0
6380	KOfam	K04078	chaperonin GroES	5.2e-49
6320	KOfam	K03703	excinuclease ABC subunit C	2.1e-231
6376	KOfam	K09945	uncharacterized protein	6.2e-57
6297	KOfam	K07161	uncharacterized protein	2e-104
6332	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	5.6e-42
6384	KOfam	K03303	lactate permease	2.3e-178
6308	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	1.5e-150
6303	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	5.9e-48
6296	KOfam	K07402	xanthine dehydrogenase accessory factor	1.1e-55
6390	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	1.4e-125
6318	KOfam	K03704	cold shock protein	6.3e-35
6389	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	8.1e-166
6295	KOfam	K09386	uncharacterized protein	1.3e-68
6288	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	4e-11
6373	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	5.1e-67
6321	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1.6e-41
6286	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	2.7e-66
6404	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	7.8e-28
6263	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.3e-18
6299	KOfam	K03520	aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	0
6292	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	9.5e-78
6336	KOfam	K15034	ribosome-associated protein	1.5e-60
6363	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1.2e-64
6300	KOfam	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	8.3e-81
