gene_callers_id	source	accession	function	e_value
751	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.9e-133
750	KOfam	K07263	zinc protease [EC:3.4.24.-]	7.5e-82
781	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	7.3e-19
770	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.9e-112
739	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	1.4e-71
746	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	8e-30
868	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	7.1e-177
869	KOfam	K09117	uncharacterized protein	2.1e-56
818	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	2.3e-109
811	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	2.5e-99
860	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	2.8e-72
742	KOfam	K03572	DNA mismatch repair protein MutL	3.6e-214
784	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.3e-84
771	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	1.2e-38
756	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.6e-47
766	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	1.2e-55
737	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	8.6e-213
740	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	5e-115
761	KOfam	K07058	membrane protein	2e-80
834	KOfam	K08223	MFS transporter, FSR family, fosmidomycin resistance protein	7.4e-155
738	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	2e-135
866	KOfam	K04047	starvation-inducible DNA-binding protein	1.1e-78
852	KOfam	K13936	malonate transporter and related proteins	1.4e-78
775	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	2e-139
768	KOfam	K16079	outer membrane immunogenic protein	1.6e-58
836	KOfam	K16079	outer membrane immunogenic protein	4.6e-38
789	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	7.9e-136
808	KOfam	K03702	excinuclease ABC subunit B	0
767	KOfam	K03703	excinuclease ABC subunit C	1.9e-232
842	KOfam	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	9.8e-135
870	KOfam	K21159	epoxide hydrolase	2.4e-189
787	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	1e-67
