gene_callers_id	source	accession	function	e_value
4312	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	9.6e-28
4311	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	6.8e-12
4307	KOfam	K17662	cytochrome b pre-mRNA-processing protein 3	3.4e-47
4319	KOfam	K07738	transcriptional repressor NrdR	2e-65
4363	KOfam	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	8.4e-250
4364	KOfam	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	2.8e-190
4317	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	4.5e-76
4230	KOfam	K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	1.1e-71
4341	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	1.4e-297
4350	KOfam	K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	8.4e-115
4335	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	3.6e-76
4325	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	8e-174
4367	KOfam	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	2.3e-222
4372	KOfam	K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	1.7e-30
4313	KOfam	K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]	1.5e-301
4351	KOfam	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	2.3e-261
4352	KOfam	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	2.4e-31
4316	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	5.2e-53
4348	KOfam	K03100	signal peptidase I [EC:3.4.21.89]	2.8e-70
4356	KOfam	K03664	SsrA-binding protein	2.6e-76
4359	KOfam	K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]	4.8e-127
