gene_callers_id	source	accession	function	e_value
6827	KOfam	K03414	chemotaxis protein CheZ	4.8e-50
6782	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.6e-131
6783	KOfam	K07263	zinc protease [EC:3.4.24.-]	1e-80
6755	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	8.3e-18
6765	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	4.5e-111
6803	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	2.4e-167
6794	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	7.8e-70
6818	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	2.8e-53
6808	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	2e-107
6723	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	5.9e-102
6792	KOfam	K03572	DNA mismatch repair protein MutL	1.8e-216
6753	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.5e-84
6764	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	7.2e-37
6777	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.8e-47
6809	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	2.1e-156
6769	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	5.9e-56
6796	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	9.8e-213
6860	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	5.6e-69
6854	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	5.8e-42
6793	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	6.9e-124
6774	KOfam	K07058	membrane protein	2.3e-82
6795	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	9.4e-136
6817	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	2.5e-67
6760	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	2.7e-141
6741	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	7.9e-55
6822	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	1.7e-127
6767	KOfam	K16079	outer membrane immunogenic protein	5.7e-58
6746	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	5.2e-141
6726	KOfam	K03702	excinuclease ABC subunit B	0
6829	KOfam	K04078	chaperonin GroES	3.2e-49
6768	KOfam	K03703	excinuclease ABC subunit C	2.3e-231
6824	KOfam	K09945	uncharacterized protein	4.1e-57
6748	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	3.4e-68
6780	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	8.4e-42
6833	KOfam	K03303	lactate permease	9.4e-179
6756	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	2e-152
6751	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	2.6e-48
6837	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	1.6e-124
6766	KOfam	K03704	cold shock protein	6.2e-35
6837	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	2.5e-165
6740	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.7e-11
6821	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	4.7e-68
6769	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1.8e-40
6737	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	4.7e-76
6708	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.8e-35
6718	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.4e-18
6744	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	3.2e-79
6784	KOfam	K15034	ribosome-associated protein	2.2e-59
6779	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	1.2e-296
6840	KOfam	K08738	cytochrome c	2.3e-31
6786	KOfam	K08738	cytochrome c	1.4e-23
6830	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	4.6e-278
6742	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	3.1e-81
6754	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	3.6e-44
6757	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	6.2e-138
6719	KOfam	K07486	transposase	1.2e-55
6815	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	1.1e-119
6775	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	8.7e-182
6845	KOfam	K02919	large subunit ribosomal protein L36	7.2e-14
6770	KOfam	K03636	sulfur-carrier protein	4.2e-15
6820	KOfam	K02502	ATP phosphoribosyltransferase regulatory subunit	1.8e-83
6772	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	4.4e-134
6771	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	4.1e-51
6736	KOfam	K06942	ribosome-binding ATPase	1.4e-120
6739	KOfam	K07481	transposase, IS5 family	5.1e-76
6743	KOfam	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	7.5e-152
6834	KOfam	K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	2.7e-251
6846	KOfam	K07045	uncharacterized protein	4.2e-58
6738	KOfam	K02897	large subunit ribosomal protein L25	9.2e-69
6813	KOfam	K03592	PmbA protein	2.1e-177
6839	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	5.3e-210
6778	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	6e-109
1536	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.1e-213
1555	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.8e-47
1546	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.3e-120
1447	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	2.9e-193
1489	KOfam	K01406	serralysin [EC:3.4.24.40]	5.5e-30
1502	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	3.5e-140
1547	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	8.7e-158
1477	KOfam	K03406	methyl-accepting chemotaxis protein	2.1e-64
1486	KOfam	K03406	methyl-accepting chemotaxis protein	3.7e-59
1522	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	8.3e-84
1468	KOfam	K01012	biotin synthase [EC:2.8.1.6]	1.4e-148
1498	KOfam	K07267	porin	2.6e-50
1546	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.5e-125
1517	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2.8e-163
1462	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	6.7e-89
1463	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	1.2e-163
1518	KOfam	K02595	nitrogenase-stabilizing/protective protein	6.4e-43
1512	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1531	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.8e-119
1471	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.8e-61
