gene_callers_id	source	accession	function	e_value
8826	KOfam	K01990	ABC-2 type transport system ATP-binding protein	2.3e-85
8777	KOfam	K01992	ABC-2 type transport system permease protein	3.4e-06
8722	KOfam	K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]	1.8e-157
8899	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	5.2e-65
8892	KOfam	K18030	nicotinate dehydrogenase subunit B [EC:1.17.2.1]	5.3e-208
8723	KOfam	K17947	dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]	5.9e-144
8801	KOfam	K02351	putative membrane protein	1.8e-75
8726	KOfam	K06320	spore maturation protein CgeB	6.2e-38
8717	KOfam	K06320	spore maturation protein CgeB	1e-34
8718	KOfam	K06320	spore maturation protein CgeB	5.5e-34
8799	KOfam	K23995	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	3e-266
8909	KOfam	K07028	uncharacterized protein	8.9e-162
8825	KOfam	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	2.6e-69
8810	KOfam	K09992	uncharacterized protein	2.3e-63
8821	KOfam	K04080	molecular chaperone IbpA	2.9e-68
8716	KOfam	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	2.2e-167
8902	KOfam	K18480	cholesterol transport system auxiliary component	4.8e-31
8798	KOfam	K16254	mxaJ protein	9.3e-105
8888	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	5.4e-73
8784	KOfam	K10979	DNA end-binding protein Ku	8.8e-72
8897	KOfam	K21395	TRAP-type transport system periplasmic protein	2.2e-94
8890	KOfam	K07795	putative tricarboxylic transport membrane protein	9.6e-86
8804	KOfam	K15408	cytochrome c oxidase subunit I+III [EC:7.1.1.9]	0
8728	KOfam	K01858	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	1.1e-71
8895	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	6.6e-134
8896	KOfam	K21394	TRAP-type transport system small permease protein	1.1e-40
8907	KOfam	K09181	acetyltransferase	0
8859	KOfam	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	7.8e-134
8907	KOfam	K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	6.6e-210
8854	KOfam	K07486	transposase	9.5e-80
8856	KOfam	K07486	transposase	2.5e-66
8867	KOfam	K07486	transposase	7.9e-53
8868	KOfam	K07486	transposase	1.7e-36
8903	KOfam	K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	2.2e-106
8891	KOfam	K18029	nicotinate dehydrogenase subunit A [EC:1.17.2.1]	7.6e-73
