gene_callers_id	source	accession	function	e_value
1732	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	9.1e-239
1680	KOfam	K04030	ethanolamine utilization protein EutQ	4.8e-38
1617	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.5e-47
1607	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.4e-120
1626	KOfam	K02053	putative spermidine/putrescine transport system permease protein	7.8e-80
1627	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	6.9e-160
1608	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	2.8e-157
1607	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.6e-125
1625	KOfam	K02054	putative spermidine/putrescine transport system permease protein	3.6e-68
1643	KOfam	K02033	peptide/nickel transport system permease protein	1.4e-113
1647	KOfam	K02032	peptide/nickel transport system ATP-binding protein	3.4e-244
1647	KOfam	K02031	peptide/nickel transport system ATP-binding protein	2e-244
1730	KOfam	K00140	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	1.8e-268
1645	KOfam	K02035	peptide/nickel transport system substrate-binding protein	5.4e-97
1644	KOfam	K02034	peptide/nickel transport system permease protein	7.8e-107
1642	KOfam	K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	5.4e-83
1663	KOfam	K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	8.5e-80
1668	KOfam	K03522	electron transfer flavoprotein alpha subunit	3.4e-121
1709	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	6.5e-119
1661	KOfam	K03521	electron transfer flavoprotein beta subunit	8.6e-107
1608	KOfam	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	1.3e-133
1750	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	6e-138
1613	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	1.3e-129
1649	KOfam	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	6.8e-29
1727	KOfam	K13654	GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator	5e-59
1685	KOfam	K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	3.2e-221
1658	KOfam	K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	9.3e-221
1748	KOfam	K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	1e-217
1630	KOfam	K21624	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]	1.3e-146
1663	KOfam	K15783	ectoine hydrolase [EC:3.5.4.44]	8e-150
