gene_callers_id	source	accession	function	e_value
6838	KOfam	K03414	chemotaxis protein CheZ	7.4e-50
6793	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.8e-131
6794	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.9e-84
6766	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.3e-18
6776	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	8.6e-112
6814	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	7.6e-167
6805	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	9.1e-67
6829	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	3.3e-53
6798	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	5.3e-31
6819	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	1.2e-105
6725	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	6.3e-109
6734	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	1.8e-102
6802	KOfam	K03572	DNA mismatch repair protein MutL	4.3e-216
6764	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	3.1e-85
6775	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	2e-37
6788	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	4e-47
6820	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	5e-156
6780	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	8.6e-55
6807	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	9.8e-213
6804	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	3.9e-120
6785	KOfam	K07058	membrane protein	2.2e-81
6806	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	3.3e-137
6828	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	5.6e-67
6771	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	1.9e-141
6752	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	2.2e-55
6833	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	9.5e-127
6778	KOfam	K16079	outer membrane immunogenic protein	7.4e-57
6757	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	7.4e-138
6737	KOfam	K03702	excinuclease ABC subunit B	0
6840	KOfam	K04078	chaperonin GroES	8.5e-51
6779	KOfam	K03703	excinuclease ABC subunit C	5.7e-233
6835	KOfam	K09945	uncharacterized protein	1.2e-56
6759	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	6.2e-67
6791	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	8.7e-43
6844	KOfam	K03303	lactate permease	1.3e-178
6767	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	6.3e-153
6762	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	2.8e-49
6719	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	6.6e-185
6848	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	1.1e-126
6777	KOfam	K03704	cold shock protein	3.8e-35
6717	KOfam	K02355	elongation factor G	9.4e-172
6848	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	3.4e-166
6751	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	3.3e-11
6832	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	4.7e-69
6780	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1.7e-42
6748	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	3.6e-76
6720	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3e-39
6729	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	8.3e-18
6713	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	1.6e-95
6755	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	3.9e-82
6795	KOfam	K15034	ribosome-associated protein	1.7e-62
6790	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	8.2e-298
6803	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	4.1e-69
6851	KOfam	K08738	cytochrome c	2.1e-29
6797	KOfam	K08738	cytochrome c	5.1e-23
6714	KOfam	K03321	sulfate permease, SulP family	1.1e-144
6841	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	4.7e-278
6753	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	6.7e-81
6765	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	5.5e-45
6768	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	1.3e-138
6730	KOfam	K07486	transposase	1.2e-55
6826	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	3.3e-119
