gene_callers_id	source	accession	function	e_value
4852	KOfam	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	9e-25
4872	KOfam	K02483	two-component system, OmpR family, response regulator	2.8e-83
4907	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	3e-40
4896	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	2.7e-13
4877	KOfam	K12685	subtilase-type serine protease [EC:3.4.21.-]	1.5e-200
4916	KOfam	K21449	trimeric autotransporter adhesin	1.5e-06
4825	KOfam	K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	6.4e-139
4805	KOfam	K22209	D(-)-tartrate dehydratase [EC:4.2.1.81]	1.8e-209
4857	KOfam	K07112	uncharacterized protein	8.5e-26
4856	KOfam	K07112	uncharacterized protein	1e-20
4926	KOfam	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	2.5e-172
4914	KOfam	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	2.1e-45
4915	KOfam	K23463	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase [EC:1.2.1.-]	3.5e-232
4837	KOfam	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	0
4866	KOfam	K03149	thiazole synthase [EC:2.8.1.10]	5.9e-123
4888	KOfam	K07058	membrane protein	4.8e-54
4827	KOfam	K15460	tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	4.8e-50
4803	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1.8e-80
4924	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	2.1e-109
4823	KOfam	K01857	3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]	5.3e-179
4923	KOfam	K00220	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	5.9e-156
4797	KOfam	K06137	pyrroloquinoline-quinone synthase [EC:1.3.3.11]	3.9e-102
4886	KOfam	K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	1.5e-98
4798	KOfam	K06136	pyrroloquinoline quinone biosynthesis protein B	3.6e-118
4881	KOfam	K06518	holin-like protein	6.2e-29
4848	KOfam	K01465	dihydroorotase [EC:3.5.2.3]	1.2e-112
4906	KOfam	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	4.6e-93
4832	KOfam	K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	0
4831	KOfam	K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	2.5e-179
4838	KOfam	K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	3e-28
4916	KOfam	K07789	multidrug efflux pump	0
4811	KOfam	K02020	molybdate transport system substrate-binding protein	2.2e-42
4895	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	2.2e-152
4822	KOfam	K03710	GntR family transcriptional regulator	1.4e-56
4824	KOfam	K11103	aerobic C4-dicarboxylate transport protein	2.9e-162
4911	KOfam	K09812	cell division transport system ATP-binding protein	6.1e-101
4923	KOfam	K04517	prephenate dehydrogenase [EC:1.3.1.12]	2e-90
4892	KOfam	K03522	electron transfer flavoprotein alpha subunit	3.1e-138
4840	KOfam	K19745	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	3.7e-161
4812	KOfam	K05973	poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	4.3e-182
4912	KOfam	K09811	cell division transport system permease protein	2.8e-55
4813	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.8e-20
4891	KOfam	K03521	electron transfer flavoprotein beta subunit	5.1e-124
4890	KOfam	K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	2.7e-72
4821	KOfam	K13653	AraC family transcriptional regulator	5.7e-85
4885	KOfam	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	1.1e-62
4865	KOfam	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	3.8e-56
4922	KOfam	K07795	putative tricarboxylic transport membrane protein	2e-64
4796	KOfam	K06138	pyrroloquinoline quinone biosynthesis protein D	1.8e-37
4917	KOfam	K07232	glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]	3.1e-49
4795	KOfam	K06139	PqqA peptide cyclase [EC:1.21.98.4]	2.3e-174
4846	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	5.6e-95
4850	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	3.1e-64
4855	KOfam	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	3e-37
4877	KOfam	K19231	fibronectin-binding autotransporter adhesin	2.3e-153
4807	KOfam	K01578	malonyl-CoA decarboxylase [EC:4.1.1.9]	4.3e-177
4893	KOfam	K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	7e-137
4900	KOfam	K07727	putative transcriptional regulator	1.5e-34
4905	KOfam	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	1.9e-158
4847	KOfam	K06980	tRNA-modifying protein YgfZ	3.2e-81
4802	KOfam	K01426	amidase [EC:3.5.1.4]	6e-97
4861	KOfam	K03379	cyclohexanone monooxygenase [EC:1.14.13.22]	1.6e-179
4863	KOfam	K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17]	0
4868	KOfam	K03153	glycine oxidase [EC:1.4.3.19]	2.8e-92
4845	KOfam	K06952	5'-nucleotidase [EC:3.1.3.89]	3.4e-74
4861	KOfam	K21730	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase [EC:1.14.13.160]	3.3e-269
4903	KOfam	K01755	argininosuccinate lyase [EC:4.3.2.1]	8.2e-218
4820	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	1.1e-55
4867	KOfam	K03154	sulfur carrier protein	5.8e-23
4829	KOfam	K04773	protease IV [EC:3.4.21.-]	8.2e-67
5595	KOfam	K02291	15-cis-phytoene synthase [EC:2.5.1.32]	2.2e-69
5519	KOfam	K01968	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	7.8e-293
5615	KOfam	K01997	branched-chain amino acid transport system permease protein	2.9e-97
5560	KOfam	K04568	elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]	3.1e-117
5594	KOfam	K21677	hydroxysqualene dehydroxylase [EC:1.17.8.1]	7.9e-126
5613	KOfam	K01996	branched-chain amino acid transport system ATP-binding protein	5.5e-111
5520	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	0
5495	KOfam	K06194	lipoprotein NlpD	2.3e-71
5563	KOfam	K04782	isochorismate pyruvate lyase [EC:4.2.99.21]	2.9e-40
5491	KOfam	K03210	preprotein translocase subunit YajC	2e-37
5614	KOfam	K01995	branched-chain amino acid transport system ATP-binding protein	5.3e-128
5538	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	1.6e-45
5570	KOfam	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	7.6e-180
5603	KOfam	K03406	methyl-accepting chemotaxis protein	2.8e-73
5517	KOfam	K21088	diguanylate cyclase [EC:2.7.7.65]	2.5e-77
5571	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	5.7e-57
5555	KOfam	K24131	protease PrsW [EC:3.4.-.-]	1.5e-35
5556	KOfam	K21908	membrane protein HdeD	1.5e-36
5505	KOfam	K05896	segregation and condensation protein A	4.5e-57
5612	KOfam	K13574	hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]	6.2e-139
5521	KOfam	K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	4.6e-240
5589	KOfam	K18622	adducin	5.9e-78
5506	KOfam	K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	1.2e-89
5504	KOfam	K06024	segregation and condensation protein B	3.4e-77
5576	KOfam	K03821	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	1e-248
5585	KOfam	K07003	uncharacterized protein	1.3e-136
5599	KOfam	K07003	uncharacterized protein	1.1e-120
5559	KOfam	K01843	lysine 2,3-aminomutase [EC:5.4.3.2]	5.4e-148
5490	KOfam	K03072	preprotein translocase subunit SecD	3.5e-159
5528	KOfam	K09005	uncharacterized protein	1.3e-48
5509	KOfam	K01129	dGTPase [EC:3.1.5.1]	2.1e-127
5522	KOfam	K22108	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator	1.1e-44
5593	KOfam	K06045	squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	2.2e-269
5508	KOfam	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	6.1e-130
5561	KOfam	K02356	elongation factor P	1e-71
5489	KOfam	K03074	preprotein translocase subunit SecF	7e-114
5543	KOfam	K01501	nitrilase [EC:3.5.5.1]	2.4e-136
5503	KOfam	K03116	sec-independent protein translocase protein TatA	2.6e-22
5524	KOfam	K03937	NADH dehydrogenase (ubiquinone) Fe-S protein 4	8.3e-35
5484	KOfam	K04094	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	6.7e-224
5529	KOfam	K03704	cold shock protein	2.9e-45
5581	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	2.5e-42
5502	KOfam	K03117	sec-independent protein translocase protein TatB	3.1e-37
5564	KOfam	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	5.9e-82
5515	KOfam	K25885	exopolysaccharide production negative regulator	2.8e-116
5492	KOfam	K06923	uncharacterized protein	3.6e-124
5573	KOfam	K00003	homoserine dehydrogenase [EC:1.1.1.3]	1.1e-151
5568	KOfam	K08305	membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]	2.4e-96
5601	KOfam	K22705	hopanoid C-2 methylase [EC:2.1.1.-]	8.4e-281
5496	KOfam	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	6e-81
5602	KOfam	K03735	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	2e-245
5574	KOfam	K14261	alanine-synthesizing transaminase [EC:2.6.1.-]	7.5e-192
5516	KOfam	K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	1.7e-281
5481	KOfam	K14063	AraC family transcriptional regulator, positive regulator of tynA and feaB	4.5e-64
5610	KOfam	K26399	arabinonate dehydratase [EC:4.2.1.5]	6.1e-242
5526	KOfam	K00612	carbamoyltransferase [EC:2.1.3.-]	1.1e-211
5539	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.2e-31
5530	KOfam	K12410	NAD-dependent deacetylase [EC:2.3.1.286]	4.2e-78
5500	KOfam	K01875	seryl-tRNA synthetase [EC:6.1.1.11]	7.9e-180
5600	KOfam	K03736	ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	3.6e-104
5501	KOfam	K03118	sec-independent protein translocase protein TatC	5.1e-89
5488	KOfam	K09008	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	2.9e-24
5579	KOfam	K03651	3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	2.6e-48
5586	KOfam	K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	9e-136
5518	KOfam	K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	5.5e-144
5523	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	3.2e-50
5513	KOfam	K02348	ElaA protein	2.1e-36
5572	KOfam	K11532	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	6.4e-159
5493	KOfam	K06940	uncharacterized protein	2.3e-10
5557	KOfam	K01626	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	6e-113
5521	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	2e-116
5514	KOfam	K01142	exodeoxyribonuclease III [EC:3.1.11.2]	2.4e-93
5590	KOfam	K09456	putative acyl-CoA dehydrogenase	4.4e-226
5614	KOfam	K01998	branched-chain amino acid transport system permease protein	9e-98
5596	KOfam	K21679	hydroxysqualene synthase [EC:4.2.3.156]	1.2e-120
5554	KOfam	K07090	uncharacterized protein	1.1e-20
5498	KOfam	K03787	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	3.1e-83
5512	KOfam	K03585	membrane fusion protein, multidrug efflux system	1.4e-80
5515	KOfam	K07126	uncharacterized protein	3.7e-27
5595	KOfam	K21678	presqualene diphosphate synthase [EC:2.5.1.103]	1.6e-131
5616	KOfam	K01999	branched-chain amino acid transport system substrate-binding protein	4.9e-83
5611	KOfam	K02510	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	1.9e-97
5547	KOfam	K18831	HTH-type transcriptional regulator / antitoxin HigA	2.1e-13
