gene_callers_id	source	accession	function	e_value
6820	KOfam	K03414	chemotaxis protein CheZ	1.4e-49
6774	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.6e-128
6775	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.9e-81
6747	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	9.6e-19
6757	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	2.4e-113
6795	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1.3e-165
6786	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	1.7e-69
6811	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	4.5e-52
6779	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	8e-32
6800	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	4.4e-107
6715	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	8.6e-102
6783	KOfam	K03572	DNA mismatch repair protein MutL	8.9e-215
6745	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	7.8e-83
6756	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	7.2e-38
6769	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	2.8e-47
6801	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	9.3e-154
6761	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	7.5e-56
6788	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.1e-214
6855	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	7.7e-68
6848	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	2e-41
6785	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	4.7e-128
6766	KOfam	K07058	membrane protein	1.1e-80
6787	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	2.9e-135
6810	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1e-66
