gene_callers_id	source	accession	function	e_value
6402	KOfam	K07302	isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	2e-90
6514	KOfam	K02050	NitT/TauT family transport system permease protein	1e-75
6434	KOfam	K02050	NitT/TauT family transport system permease protein	2.5e-65
6455	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.1e-120
6456	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.1e-80
6401	KOfam	K07303	isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]	1.8e-303
6405	KOfam	K03406	methyl-accepting chemotaxis protein	6.6e-47
6406	KOfam	K03406	methyl-accepting chemotaxis protein	3.6e-45
6461	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	4e-141
6476	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	2.1e-82
6411	KOfam	K07098	uncharacterized protein	1e-70
6465	KOfam	K13628	iron-sulfur cluster assembly protein	1.1e-43
6408	KOfam	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	5.8e-78
6479	KOfam	K02595	nitrogenase-stabilizing/protective protein	8.1e-41
6472	KOfam	K02597	nitrogen fixation protein NifZ	6.7e-42
6473	KOfam	K02597	nitrogen fixation protein NifZ	1.4e-25
6398	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	2.8e-45
6450	KOfam	K02596	nitrogen fixation protein NifX	1.9e-60
6449	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	2.9e-198
6446	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	3.8e-221
6467	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	8.3e-157
6448	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	9.8e-246
6468	KOfam	K02593	nitrogen fixation protein NifT	1.4e-33
6483	KOfam	K03855	ferredoxin like protein	7.4e-35
6469	KOfam	K02585	nitrogen fixation protein NifB	4.1e-202
6447	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.2e-196
6428	KOfam	K03704	cold shock protein	5.3e-34
6506	KOfam	K11103	aerobic C4-dicarboxylate transport protein	1.9e-198
6551	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	9.1e-55
6399	KOfam	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	1.3e-122
6481	KOfam	K03522	electron transfer flavoprotein alpha subunit	1e-119
6477	KOfam	K02588	nitrogenase iron protein NifH	1.1e-142
6478	KOfam	K15790	nitrogen fixation protein NifQ	1.9e-78
6522	KOfam	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	3e-51
6535	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	2e-31
6511	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	1.2e-151
6514	KOfam	K15554	sulfonate transport system permease protein	9.8e-81
6434	KOfam	K15554	sulfonate transport system permease protein	2.2e-79
6414	KOfam	K18138	multidrug efflux pump	0
6442	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	5.1e-266
6414	KOfam	K18307	multidrug efflux pump	0
6513	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	7.4e-108
6443	KOfam	K00428	cytochrome c peroxidase [EC:1.11.1.5]	1.4e-106
6546	KOfam	K07486	transposase	5.2e-51
6536	KOfam	K26273	protein strawberry notch	5.3e-249
6407	KOfam	K18189	translational activator of cytochrome c oxidase 1	8.5e-65
6510	KOfam	K24116	N-acetyl-S-(2-succino)cysteine monooxygenase [EC:1.14.-.-]	2.6e-191
6487	KOfam	K11741	quaternary ammonium compound-resistance protein SugE	7.4e-46
6425	KOfam	K07484	transposase	1.8e-20
6529	KOfam	K07484	transposase	2.2e-08
6397	KOfam	K09888	cell division protein ZapA	8.1e-25
6489	KOfam	K07481	transposase, IS5 family	7e-66
6424	KOfam	K07483	transposase	3.7e-16
6482	KOfam	K00313	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	4.1e-165
6409	KOfam	K03550	holliday junction DNA helicase RuvA [EC:5.6.2.4]	2.6e-73
6412	KOfam	K06400	site-specific DNA recombinase	2.9e-93
6410	KOfam	K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]	6.7e-177
6513	KOfam	K02049	NitT/TauT family transport system ATP-binding protein	5.6e-122
2335	KOfam	K02904	large subunit ribosomal protein L29	3.9e-25
2325	KOfam	K02907	large subunit ribosomal protein L30	9.8e-19
2206	KOfam	K03406	methyl-accepting chemotaxis protein	2.2e-74
2324	KOfam	K02876	large subunit ribosomal protein L15	8.9e-63
2333	KOfam	K02874	large subunit ribosomal protein L14	4.7e-66
2322	KOfam	K00939	adenylate kinase [EC:2.7.4.3]	1e-71
2311	KOfam	K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	9e-146
2285	KOfam	K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	0
2186	KOfam	K01467	beta-lactamase class C [EC:3.5.2.6]	1.3e-73
2339	KOfam	K02965	small subunit ribosomal protein S19	9e-49
2187	KOfam	K16079	outer membrane immunogenic protein	1.5e-63
2320	KOfam	K02948	small subunit ribosomal protein S11	3.1e-57
2334	KOfam	K02961	small subunit ribosomal protein S17	1.2e-35
2326	KOfam	K02988	small subunit ribosomal protein S5	4.3e-75
2323	KOfam	K03076	preprotein translocase subunit SecY	3.9e-191
2314	KOfam	K07221	phosphate-selective porin OprO and OprP	2.3e-112
2321	KOfam	K02952	small subunit ribosomal protein S13	3.4e-59
2198	KOfam	K02005	HlyD family secretion protein	5e-84
2297	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.3e-22
2200	KOfam	K02004	putative ABC transport system permease protein	1e-30
2305	KOfam	K17838	beta-lactamase class D [EC:3.5.2.6]	2.9e-93
2252	KOfam	K06909	phage terminase large subunit	7.4e-69
2262	KOfam	K06919	putative DNA primase/helicase	9.1e-33
2337	KOfam	K02982	small subunit ribosomal protein S3	4.6e-108
2205	KOfam	K24158	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	5.2e-109
2319	KOfam	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	4.2e-131
2306	KOfam	K04061	flagellar biosynthesis protein	6.1e-35
2330	KOfam	K02954	small subunit ribosomal protein S14	6.8e-28
2199	KOfam	K02003	putative ABC transport system ATP-binding protein	2.5e-101
2207	KOfam	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	3.9e-150
2308	KOfam	K07556	ATP synthase mitochondrial F1 complex assembly factor 2	1.4e-53
2329	KOfam	K02994	small subunit ribosomal protein S8	1.3e-56
2336	KOfam	K02878	large subunit ribosomal protein L16	1e-67
2283	KOfam	K07068	uncharacterized protein	2.7e-36
2318	KOfam	K02879	large subunit ribosomal protein L17	3e-67
2331	KOfam	K02931	large subunit ribosomal protein L5	6.3e-98
2312	KOfam	K07478	putative ATPase	4.8e-189
2328	KOfam	K02933	large subunit ribosomal protein L6	7.6e-83
2338	KOfam	K02890	large subunit ribosomal protein L22	3.3e-46
2327	KOfam	K02881	large subunit ribosomal protein L18	2e-46
2332	KOfam	K02895	large subunit ribosomal protein L24	2.9e-35
2313	KOfam	K04771	serine protease Do [EC:3.4.21.107]	6.6e-106
