gene_callers_id	source	accession	function	e_value
6825	KOfam	K03414	chemotaxis protein CheZ	1.6e-50
6781	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.9e-130
6782	KOfam	K07263	zinc protease [EC:3.4.24.-]	2.9e-85
6754	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	9.6e-19
6764	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	9.4e-112
6802	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	2.2e-168
6793	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	3.1e-69
6817	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	2.5e-54
6786	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	9.8e-31
6807	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	3.5e-107
6713	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	6.3e-109
6722	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	6.1e-102
6790	KOfam	K03572	DNA mismatch repair protein MutL	8.5e-216
6752	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	7.5e-85
6763	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	4.2e-38
6776	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	8.6e-48
6808	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	3.1e-153
6768	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	6.8e-56
6795	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.7e-214
6858	KOfam	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	2.3e-68
6852	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	3.6e-42
6792	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	4.2e-126
6773	KOfam	K07058	membrane protein	1.6e-80
6794	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	1.4e-135
6816	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	3.8e-68
6759	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	3.2e-140
6740	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	2.2e-54
6820	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	2.8e-128
6766	KOfam	K16079	outer membrane immunogenic protein	4.4e-58
6745	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	4.7e-139
6725	KOfam	K03702	excinuclease ABC subunit B	0
6827	KOfam	K04078	chaperonin GroES	2.3e-50
6767	KOfam	K03703	excinuclease ABC subunit C	2.8e-232
6822	KOfam	K09945	uncharacterized protein	2.4e-58
6747	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	2.8e-68
6779	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	1e-42
6831	KOfam	K03303	lactate permease	2.7e-179
6755	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	8.5e-154
6750	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	2.9e-50
6835	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	3e-125
6765	KOfam	K03704	cold shock protein	3.4e-35
6835	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	1.2e-165
6739	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	6.1e-12
6819	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	4.7e-68
6768	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	6e-41
6736	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1.3e-72
6708	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.2e-34
6743	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	1.2e-76
6783	KOfam	K15034	ribosome-associated protein	1.2e-61
6811	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1.5e-64
6778	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	1e-296
6791	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	6e-53
6838	KOfam	K08738	cytochrome c	1.2e-29
6785	KOfam	K08738	cytochrome c	1.2e-22
6828	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	2.3e-279
6741	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	5.2e-83
6753	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	1.1e-43
6756	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	4.6e-137
6718	KOfam	K07486	transposase	1.2e-55
6814	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	4.7e-118
6774	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	2.5e-180
6843	KOfam	K02919	large subunit ribosomal protein L36	7.2e-14
6769	KOfam	K03636	sulfur-carrier protein	1.2e-14
6819	KOfam	K02502	ATP phosphoribosyltransferase regulatory subunit	6.8e-84
6771	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	2.2e-132
6770	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	2.5e-49
6735	KOfam	K06942	ribosome-binding ATPase	1.4e-121
6721	KOfam	K07090	uncharacterized protein	6.1e-14
6738	KOfam	K07481	transposase, IS5 family	2.1e-74
6742	KOfam	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	1.3e-150
6832	KOfam	K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	4.4e-252
6844	KOfam	K07045	uncharacterized protein	4.5e-59
6737	KOfam	K02897	large subunit ribosomal protein L25	9.1e-70
6812	KOfam	K03592	PmbA protein	1.9e-180
6837	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	7.9e-212
6777	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1.1e-107
1543	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.1e-213
1554	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.3e-120
1453	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	3.5e-192
1496	KOfam	K01406	serralysin [EC:3.4.24.40]	5.5e-30
