gene_callers_id	source	accession	function	e_value
4151	KOfam	K02050	NitT/TauT family transport system permease protein	2.7e-61
4147	KOfam	K05845	osmoprotectant transport system substrate-binding protein	2e-74
4148	KOfam	K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	7.1e-118
4147	KOfam	K05846	osmoprotectant transport system permease protein	9e-82
4226	KOfam	K07267	porin	6.7e-48
4275	KOfam	K07058	membrane protein	1.9e-80
4177	KOfam	K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	3.3e-93
4169	KOfam	K16079	outer membrane immunogenic protein	2.3e-63
4179	KOfam	K16079	outer membrane immunogenic protein	8.6e-61
4192	KOfam	K11689	C4-dicarboxylate transporter, DctQ subunit	2.1e-65
4277	KOfam	K08482	circadian clock protein KaiC	7.7e-160
4203	KOfam	K04078	chaperonin GroES	7.6e-48
4191	KOfam	K11688	C4-dicarboxylate-binding protein DctP	8e-137
4165	KOfam	K01649	2-isopropylmalate synthase [EC:2.3.3.13]	1.3e-193
4219	KOfam	K01674	carbonic anhydrase [EC:4.2.1.1]	4e-83
4205	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	3.9e-109
4245	KOfam	K17230	cytochrome subunit of sulfide dehydrogenase	6.1e-35
4191	KOfam	K21395	TRAP-type transport system periplasmic protein	9e-100
4193	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	4.1e-179
4149	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	1.3e-100
4192	KOfam	K21394	TRAP-type transport system small permease protein	3.1e-33
4174	KOfam	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	7.9e-34
4202	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	2.4e-277
4223	KOfam	K07486	transposase	2.9e-76
4230	KOfam	K07486	transposase	2.6e-32
4224	KOfam	K07486	transposase	1.5e-31
4259	KOfam	K07486	transposase	3.8e-28
4276	KOfam	K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	2.3e-156
4248	KOfam	K08995	putative membrane protein	2.9e-48
5583	KOfam	K02050	NitT/TauT family transport system permease protein	8.4e-66
5507	KOfam	K02050	NitT/TauT family transport system permease protein	5.1e-63
5484	KOfam	K02050	NitT/TauT family transport system permease protein	2.5e-57
5619	KOfam	K01174	micrococcal nuclease [EC:3.1.31.1]	1e-27
5584	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	8.4e-53
5594	KOfam	K07459	putative ATP-dependent endonuclease of the OLD family	2.3e-91
5539	KOfam	K01574	acetoacetate decarboxylase [EC:4.1.1.4]	4.1e-78
5596	KOfam	K16898	ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]	1.4e-168
5586	KOfam	K05603	formimidoylglutamate deiminase [EC:3.5.3.13]	8.6e-189
5571	KOfam	K07161	uncharacterized protein	9.4e-103
5589	KOfam	K01712	urocanate hydratase [EC:4.2.1.49]	1e-256
5506	KOfam	K00386	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]	2.1e-29
5570	KOfam	K07402	xanthine dehydrogenase accessory factor	1.7e-59
5585	KOfam	K05836	GntR family transcriptional regulator, histidine utilization repressor	3.3e-93
5490	KOfam	K03704	cold shock protein	7.1e-35
5521	KOfam	K14063	AraC family transcriptional regulator, positive regulator of tynA and feaB	3.3e-52
5617	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	9.5e-157
5602	KOfam	K10979	DNA end-binding protein Ku	5.8e-77
5573	KOfam	K03520	aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	0
5512	KOfam	K03520	aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	2.6e-262
5517	KOfam	K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	1.9e-109
5574	KOfam	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	1.7e-80
5510	KOfam	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	1e-74
5575	KOfam	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	1.4e-110
5511	KOfam	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	5.3e-98
5587	KOfam	K01468	imidazolonepropionase [EC:3.5.2.7]	8.5e-202
5483	KOfam	K01483	ureidoglycolate lyase [EC:4.3.2.3]	8.6e-22
5582	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	1.5e-109
5608	KOfam	K14475	inhibitor of cysteine peptidase	6.1e-09
5612	KOfam	K01494	dCTP deaminase [EC:3.5.4.13]	8.5e-28
