gene_callers_id	source	accession	function	e_value
4312	KOfam	K02050	NitT/TauT family transport system permease protein	1.8e-44
4348	KOfam	K24269	5-deoxyribulose 1-phosphate aldolase [EC:4.1.2.62]	4.5e-98
4348	KOfam	K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]	7e-79
4328	KOfam	K07675	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	2.2e-92
4402	KOfam	K22622	S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	9.1e-81
4336	KOfam	K05712	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	7.9e-142
4373	KOfam	K02083	allantoate deiminase [EC:3.5.3.9]	5.1e-193
4379	KOfam	K06901	adenine/guanine/hypoxanthine permease	1.8e-138
4382	KOfam	K07161	uncharacterized protein	9.6e-93
4341	KOfam	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	9.4e-120
4326	KOfam	K01070	S-formylglutathione hydrolase [EC:3.1.2.12]	4.4e-140
4369	KOfam	K23359	biuret amidohydrolase [EC:3.5.1.84]	1.5e-111
4361	KOfam	K18456	8-oxoguanine deaminase [EC:3.5.4.32]	2.7e-201
4344	KOfam	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	0
4400	KOfam	K01476	arginase [EC:3.5.3.1]	1.3e-93
4375	KOfam	K11103	aerobic C4-dicarboxylate transport protein	1.1e-186
4385	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	6.9e-121
4317	KOfam	K16254	mxaJ protein	1.5e-87
4401	KOfam	K17225	sulfane dehydrogenase subunit SoxC	1.2e-189
4357	KOfam	K13485	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	6.9e-76
4347	KOfam	K05595	multiple antibiotic resistance protein	1.5e-65
4315	KOfam	K17226	sulfur-oxidizing protein SoxY	3.7e-95
4378	KOfam	K01486	adenine deaminase [EC:3.5.4.2]	1.6e-156
4316	KOfam	K05555	cyclase [EC:4.-.-.-]	2e-63
4419	KOfam	K06909	phage terminase large subunit	1.6e-77
4358	KOfam	K24206	uric acid transporter	1.2e-205
4329	KOfam	K02014	iron complex outermembrane recepter protein	7.8e-86
4349	KOfam	K03281	chloride channel protein, CIC family	2.6e-92
4338	KOfam	K07795	putative tricarboxylic transport membrane protein	1.1e-68
4356	KOfam	K16842	allantoinase [EC:3.5.2.5]	7.7e-178
4331	KOfam	K07080	uncharacterized protein	2e-59
4362	KOfam	K07335	basic membrane protein A and related proteins	2.7e-89
4372	KOfam	K07335	basic membrane protein A and related proteins	2.1e-68
4363	KOfam	K23536	general nucleoside transport system permease protein	3.5e-106
4370	KOfam	K23536	general nucleoside transport system permease protein	3e-83
4334	KOfam	K15735	GntR family transcriptional regulator, carbon starvation induced regulator	2.5e-77
4357	KOfam	K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]	5.5e-43
4365	KOfam	K23537	general nucleoside transport system ATP-binding protein	2.3e-199
4368	KOfam	K23537	general nucleoside transport system ATP-binding protein	4.1e-190
4364	KOfam	K23535	general nucleoside transport system permease protein	2.9e-106
4371	KOfam	K23535	general nucleoside transport system permease protein	2.6e-88
4388	KOfam	K13583	GcrA cell cycle regulator	2.3e-26
4359	KOfam	K12528	putative selenate reductase molybdopterin-binding subunit	0
5923	KOfam	K10440	ribose transport system permease protein	7.2e-104
5902	KOfam	K02050	NitT/TauT family transport system permease protein	2.3e-58
5985	KOfam	K02050	NitT/TauT family transport system permease protein	3.3e-57
5935	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	8.3e-10
5964	KOfam	K00281	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]	0
5903	KOfam	K02051	NitT/TauT family transport system substrate-binding protein	1.3e-50
5922	KOfam	K10441	ribose transport system ATP-binding protein [EC:7.5.2.7]	5.8e-213
5977	KOfam	K21310	methanethiol S-methyltransferase [EC:2.1.1.334]	1.7e-102
5996	KOfam	K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	2.7e-111
5933	KOfam	K07112	uncharacterized protein	1.3e-24
5934	KOfam	K07112	uncharacterized protein	1.2e-19
6001	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	1.6e-95
5912	KOfam	K06190	intracellular septation protein	6.1e-27
5929	KOfam	K07339	mRNA interferase HicA [EC:3.1.-.-]	2.2e-09
5971	KOfam	K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	3.2e-109
5993	KOfam	K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	1.6e-36
5982	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	5.2e-67
5992	KOfam	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	2e-75
5932	KOfam	K22042	ArsR family transcriptional regulator, virulence genes transcriptional regulator	7.4e-46
5882	KOfam	K02392	flagellar basal-body rod protein FlgG	4.3e-101
5983	KOfam	K15836	formate hydrogenlyase transcriptional activator	1.8e-182
5881	KOfam	K02386	flagellar basal body P-ring formation protein FlgA	9.4e-51
5965	KOfam	K02437	glycine cleavage system H protein	1.4e-58
5891	KOfam	K02387	flagellar basal-body rod protein FlgB	4.9e-30
5880	KOfam	K02393	flagellar L-ring protein FlgH	7.8e-73
5883	KOfam	K02391	flagellar basal-body rod protein FlgF	5.1e-79
5894	KOfam	K02420	flagellar biosynthesis protein FliQ	1.1e-33
5893	KOfam	K02408	flagellar hook-basal body complex protein FliE	4e-25
5895	KOfam	K02421	flagellar biosynthesis protein FliR	1.7e-73
5872	KOfam	K02394	flagellar P-ring protein FlgI	7.4e-160
5910	KOfam	K01676	fumarate hydratase, class I [EC:4.2.1.2]	4.9e-286
5889	KOfam	K02419	flagellar biosynthesis protein FliP	1.2e-114
5890	KOfam	K02418	flagellar protein FliO/FliZ	1.8e-17
5871	KOfam	K02395	peptidoglycan hydrolase FlgJ	4.6e-23
5860	KOfam	K22737	erythrin-vacuolar iron transport family protein	1e-149
5970	KOfam	K00031	isocitrate dehydrogenase [EC:1.1.1.42]	3.9e-230
5984	KOfam	K15576	nitrate/nitrite transport system substrate-binding protein	1.3e-175
5983	KOfam	K12146	hydrogenase-4 transcriptional activator	7.5e-201
5985	KOfam	K15577	nitrate/nitrite transport system permease protein	1.2e-118
5975	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	1.3e-105
5987	KOfam	K01725	cyanate lyase [EC:4.2.1.104]	4.6e-60
5966	KOfam	K00605	glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]	8.4e-153
5928	KOfam	K18843	antitoxin HicB	9.4e-15
5852	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	2.2e-71
5885	KOfam	K02416	flagellar motor switch protein FliM	1e-112
5945	KOfam	K19778	acid stress chaperone HdeB	2.2e-24
5903	KOfam	K15553	sulfonate transport system substrate-binding protein	4e-58
5995	KOfam	K03284	magnesium transporter	1.8e-109
5896	KOfam	K02401	flagellar biosynthesis protein FlhB	8.7e-133
5884	KOfam	K02415	flagellar protein FliL	2.5e-41
6000	KOfam	K21395	TRAP-type transport system periplasmic protein	2e-87
5997	KOfam	K07795	putative tricarboxylic transport membrane protein	1.9e-80
5892	KOfam	K02388	flagellar basal-body rod protein FlgC	1.6e-51
5999	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	1.9e-107
5924	KOfam	K10439	ribose transport system substrate-binding protein	7.4e-76
5901	KOfam	K15555	sulfonate transport system ATP-binding protein [EC:7.6.2.14]	6.2e-108
5972	KOfam	K05803	lipoprotein NlpI	2.4e-71
5967	KOfam	K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	0
5899	KOfam	K01457	allophanate hydrolase [EC:3.5.1.54]	3.1e-175
5915	KOfam	K00464	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]	1.6e-121
