gene_callers_id	source	accession	function	e_value
4083	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	3.4e-66
4081	KOfam	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	1.4e-07
4082	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	2e-17
4050	KOfam	K24269	5-deoxyribulose 1-phosphate aldolase [EC:4.1.2.62]	2.9e-96
4058	KOfam	K01406	serralysin [EC:3.4.24.40]	3e-34
4003	KOfam	K21310	methanethiol S-methyltransferase [EC:2.1.1.334]	1.8e-55
4124	KOfam	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	4.4e-100
4050	KOfam	K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]	1.9e-80
4052	KOfam	K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	1e-136
4025	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	3.4e-68
4032	KOfam	K18030	nicotinate dehydrogenase subunit B [EC:1.17.2.1]	6.9e-211
4131	KOfam	K20034	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	9.4e-236
4060	KOfam	K13670	putative glycosyltransferase [EC:2.4.-.-]	2.1e-134
4042	KOfam	K11477	glc operon protein GlcG	7.8e-32
4015	KOfam	K16047	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]	4.5e-136
4086	KOfam	K00784	ribonuclease Z [EC:3.1.26.11]	1.7e-40
4067	KOfam	K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	3e-191
4041	KOfam	K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	3.6e-64
4123	KOfam	K08726	soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]	7.7e-101
4030	KOfam	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	8.8e-42
4126	KOfam	K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	9.2e-71
4030	KOfam	K22293	GntR family transcriptional regulator, rspAB operon transcriptional repressor	7.3e-61
4035	KOfam	K02012	iron(III) transport system substrate-binding protein	7.6e-74
4054	KOfam	K07793	putative tricarboxylic transport membrane protein	5.5e-174
4039	KOfam	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	1.4e-73
4125	KOfam	K00943	dTMP kinase [EC:2.7.4.9]	5.7e-71
4051	KOfam	K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	1.5e-103
4127	KOfam	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	3.3e-199
4021	KOfam	K03520	aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	5.8e-290
4122	KOfam	K03642	rare lipoprotein A	1.2e-70
4029	KOfam	K21395	TRAP-type transport system periplasmic protein	1.1e-96
4133	KOfam	K21395	TRAP-type transport system periplasmic protein	3.2e-92
4045	KOfam	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	2.2e-128
4034	KOfam	K07795	putative tricarboxylic transport membrane protein	9.2e-87
4049	KOfam	K07795	putative tricarboxylic transport membrane protein	8.4e-85
4024	KOfam	K07795	putative tricarboxylic transport membrane protein	4.8e-83
4020	KOfam	K03518	aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	5.4e-83
4019	KOfam	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	1.6e-101
4027	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	2e-138
4132	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	2.3e-102
4053	KOfam	K07794	putative tricarboxylic transport membrane protein	2.9e-22
4132	KOfam	K21394	TRAP-type transport system small permease protein	4.6e-34
4139	KOfam	K01721	nitrile hydratase subunit alpha [EC:4.2.1.84]	5.1e-121
4033	KOfam	K18029	nicotinate dehydrogenase subunit A [EC:1.17.2.1]	1.7e-76
4056	KOfam	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	8.8e-65
4129	KOfam	K06167	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	3e-101
4043	KOfam	K00113	glycerol-3-phosphate dehydrogenase subunit C	4.1e-92
4072	KOfam	K07483	transposase	1e-27
4069	KOfam	K07497	putative transposase	1.6e-60
4128	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	2.4e-93
4026	KOfam	K07130	arylformamidase [EC:3.5.1.9]	1.7e-52
4037	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	9e-85
6370	KOfam	K06020	energy-dependent translational throttle protein EttA	9.3e-267
6404	KOfam	K07302	isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	1.2e-82
