gene_callers_id	source	accession	function	e_value
1545	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.1e-213
1556	KOfam	K02053	putative spermidine/putrescine transport system permease protein	4.3e-120
1452	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	4.4e-191
1497	KOfam	K01406	serralysin [EC:3.4.24.40]	3.2e-30
1511	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1.7e-138
1405	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.8e-137
1557	KOfam	K02052	putative spermidine/putrescine transport system ATP-binding protein	2.5e-157
1484	KOfam	K03406	methyl-accepting chemotaxis protein	1.2e-63
1494	KOfam	K03406	methyl-accepting chemotaxis protein	4.7e-59
1531	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	1.9e-83
1475	KOfam	K01012	biotin synthase [EC:2.8.1.6]	6e-148
1506	KOfam	K07267	porin	9.9e-51
1556	KOfam	K02054	putative spermidine/putrescine transport system permease protein	2.5e-125
1526	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	1.7e-163
1469	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	5.9e-90
1470	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	5.4e-164
1527	KOfam	K02595	nitrogenase-stabilizing/protective protein	3e-42
1521	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1540	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.8e-119
1478	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.8e-61
1502	KOfam	K02596	nitrogen fixation protein NifX	7e-63
1501	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	6.4e-205
1498	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	1.6e-219
1461	KOfam	K20531	type IV secretion system protein TrbF	2.1e-115
1516	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	1e-161
1458	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	7e-203
1457	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	3e-184
1500	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	6.8e-244
1517	KOfam	K02593	nitrogen fixation protein NifT	4.1e-33
1530	KOfam	K03855	ferredoxin like protein	1.8e-33
1482	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	1.1e-122
1519	KOfam	K02585	nitrogen fixation protein NifB	2.2e-204
1499	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.8e-196
