gene_callers_id	source	accession	function	e_value
1590	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	3.1e-213
1494	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	5e-191
1541	KOfam	K01406	serralysin [EC:3.4.24.40]	5.6e-30
1554	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	4.1e-140
1526	KOfam	K03406	methyl-accepting chemotaxis protein	2.1e-65
1537	KOfam	K03406	methyl-accepting chemotaxis protein	3.8e-59
1574	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	8.5e-84
1516	KOfam	K01012	biotin synthase [EC:2.8.1.6]	3.2e-147
1550	KOfam	K07267	porin	2.7e-50
1569	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	2.7e-163
1510	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	1.1e-90
1511	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	1.3e-163
1570	KOfam	K02595	nitrogenase-stabilizing/protective protein	3.8e-42
1564	KOfam	K02597	nitrogen fixation protein NifZ	4.4e-43
1584	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	8.4e-120
1519	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-61
1546	KOfam	K02596	nitrogen fixation protein NifX	2.3e-63
1545	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	3.4e-203
1542	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	2.6e-219
1503	KOfam	K20531	type IV secretion system protein TrbF	2.3e-114
1559	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	1.7e-162
1499	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
1544	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	7.2e-245
