gene_callers_id	source	accession	function	e_value
1512	KOfam	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]	2.5e-191
1560	KOfam	K01406	serralysin [EC:3.4.24.40]	5.7e-30
1573	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	4.1e-140
1460	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	2.9e-137
1545	KOfam	K03406	methyl-accepting chemotaxis protein	2e-65
1556	KOfam	K03406	methyl-accepting chemotaxis protein	2.1e-59
1593	KOfam	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	5.4e-84
1535	KOfam	K01012	biotin synthase [EC:2.8.1.6]	2.1e-148
1569	KOfam	K07267	porin	2.7e-50
1588	KOfam	K02594	homocitrate synthase NifV [EC:2.3.3.14]	3.6e-163
1529	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	6.9e-89
1530	KOfam	K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	1.3e-163
1589	KOfam	K02595	nitrogenase-stabilizing/protective protein	6.6e-43
1583	KOfam	K02597	nitrogen fixation protein NifZ	1.6e-42
1604	KOfam	K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	1.7e-118
1455	KOfam	K16079	outer membrane immunogenic protein	7.9e-41
1452	KOfam	K15773	HTH-type transcriptional regulator / antitoxin HipB	1.8e-19
1538	KOfam	K01935	dethiobiotin synthetase [EC:6.3.3.3]	2.9e-61
1565	KOfam	K02596	nitrogen fixation protein NifX	3.5e-63
1564	KOfam	K02592	nitrogenase molybdenum-iron protein NifN	4.8e-203
1561	KOfam	K02586	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	2.9e-219
1521	KOfam	K20531	type IV secretion system protein TrbF	3.1e-113
1578	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	1.1e-162
1517	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
1563	KOfam	K02587	nitrogenase molybdenum-cofactor synthesis protein NifE	8e-246
1579	KOfam	K02593	nitrogen fixation protein NifT	2.7e-32
1592	KOfam	K03855	ferredoxin like protein	1.9e-33
1543	KOfam	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	5.2e-122
1581	KOfam	K02585	nitrogen fixation protein NifB	3.6e-205
1562	KOfam	K02591	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	1.5e-195
1522	KOfam	K20532	type IV secretion system protein TrbG	3.2e-115
1595	KOfam	K03704	cold shock protein	4e-31
1549	KOfam	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	2.7e-57
1523	KOfam	K20533	type IV secretion system protein TrbI	3.4e-148
1522	KOfam	K20533	type IV secretion system protein TrbI	1e-112
1514	KOfam	K20527	type IV secretion system protein TrbB [EC:7.4.2.8]	9.1e-163
1464	KOfam	K00407	cytochrome c oxidase cbb3-type subunit IV	2.5e-11
1553	KOfam	K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	8.8e-202
1590	KOfam	K03522	electron transfer flavoprotein alpha subunit	9.9e-120
1554	KOfam	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	4.2e-174
1465	KOfam	K00406	cytochrome c oxidase cbb3-type subunit III	1.1e-94
1586	KOfam	K02588	nitrogenase iron protein NifH	1.5e-144
1587	KOfam	K15790	nitrogen fixation protein NifQ	1.6e-76
1462	KOfam	K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	3.1e-232
1516	KOfam	K20529	type IV secretion system protein TrbD	7.1e-38
1498	KOfam	K09144	uncharacterized protein	3.1e-50
1542	KOfam	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	5.6e-122
1553	KOfam	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	7.8e-298
1603	KOfam	K01451	hippurate hydrolase [EC:3.5.1.32]	3.5e-159
1453	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	5.4e-87
1499	KOfam	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	2.5e-46
1515	KOfam	K20528	type IV secretion system protein TrbC	8e-48
1479	KOfam	K03497	ParB family transcriptional regulator, chromosome partitioning protein	7e-29
1518	KOfam	K20266	type IV secretion system protein TrbJ	6.9e-78
1570	KOfam	K22303	alkyl sulfatase [EC:1.14.11.77]	4.7e-137
1463	KOfam	K00405	cytochrome c oxidase cbb3-type subunit II	1.2e-98
1487	KOfam	K03531	cell division protein FtsZ	7.4e-158
1540	KOfam	K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	1.4e-166
1609	KOfam	K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	1.4e-47
1520	KOfam	K07344	type IV secretion system protein TrbL	2.6e-122
1526	KOfam	K22955	acyl homoserine lactone synthase [EC:2.3.1.184]	2.3e-84
1527	KOfam	K19732	LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids	2.1e-80
1480	KOfam	K26273	protein strawberry notch	3e-250
1475	KOfam	K15861	CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein	2.1e-80
1536	KOfam	K01579	aspartate 1-decarboxylase [EC:4.1.1.11]	3.2e-59
1600	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	6e-126
1528	KOfam	K00259	alanine dehydrogenase [EC:1.4.1.1]	2.6e-169
1551	KOfam	K07734	transcriptional regulator	9.8e-84
1470	KOfam	K07481	transposase, IS5 family	5.1e-29
1591	KOfam	K00313	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	1e-169
1457	KOfam	K14986	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	1.7e-167
1458	KOfam	K14987	two-component system, LuxR family, response regulator FixJ	4.1e-89
7050	KOfam	K03414	chemotaxis protein CheZ	2.9e-49
7005	KOfam	K07263	zinc protease [EC:3.4.24.-]	4.7e-130
7006	KOfam	K07263	zinc protease [EC:3.4.24.-]	6.8e-81
6978	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	4e-19
6988	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	9.7e-112
7026	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	3.3e-166
7017	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	3.4e-65
7041	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	4.6e-54
7010	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	5.1e-29
7031	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	5.3e-102
6936	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	3.8e-110
6946	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	3.9e-102
7014	KOfam	K03572	DNA mismatch repair protein MutL	3.6e-215
6976	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.7e-84
6987	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	1.5e-36
7000	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	4.3e-47
7032	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	9.7e-152
6992	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	5.4e-55
7019	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.5e-209
7081	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	5.5e-44
7016	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	2.2e-125
6997	KOfam	K07058	membrane protein	7.4e-81
7018	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	5e-135
7040	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	2.3e-66
6983	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	1.3e-136
6964	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	7.9e-55
7045	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	1.1e-115
6990	KOfam	K16079	outer membrane immunogenic protein	4.6e-55
6969	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	4.8e-139
6949	KOfam	K03702	excinuclease ABC subunit B	0
7052	KOfam	K04078	chaperonin GroES	1.8e-47
6991	KOfam	K03703	excinuclease ABC subunit C	4.1e-230
7047	KOfam	K09945	uncharacterized protein	6.8e-57
6971	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	1.4e-67
7003	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	8.8e-42
7057	KOfam	K03303	lactate permease	9.6e-179
6979	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	1.4e-150
6974	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	9.5e-49
6930	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	1.2e-182
7061	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	4.6e-127
6989	KOfam	K03704	cold shock protein	5.5e-35
6928	KOfam	K02355	elongation factor G	3.5e-171
7061	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	1.8e-166
6963	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.4e-10
7044	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	3e-66
6992	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	5.8e-42
6960	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	7.7e-76
6931	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.1e-25
6941	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	4e-17
6924	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	3.3e-95
6967	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	3.4e-78
7007	KOfam	K15034	ribosome-associated protein	3.4e-62
7035	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	2.8e-65
7002	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	9.9e-293
7015	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	6.5e-66
7065	KOfam	K08738	cytochrome c	4.8e-28
7009	KOfam	K08738	cytochrome c	3.6e-23
6925	KOfam	K03321	sulfate permease, SulP family	5.3e-145
7053	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	7.2e-276
6965	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	1.2e-81
6977	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	1.2e-44
6980	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	3.8e-138
6942	KOfam	K07486	transposase	1.2e-55
7038	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	3.6e-117
6998	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	2.6e-179
7070	KOfam	K02919	large subunit ribosomal protein L36	7.4e-14
6993	KOfam	K03636	sulfur-carrier protein	1.5e-15
7043	KOfam	K02502	ATP phosphoribosyltransferase regulatory subunit	1.7e-82
6995	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	5.2e-129
6994	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	1.5e-48
6959	KOfam	K06942	ribosome-binding ATPase	2e-121
6945	KOfam	K07090	uncharacterized protein	3.4e-14
6962	KOfam	K07481	transposase, IS5 family	9.4e-79
6927	KOfam	K07497	putative transposase	6.4e-29
6966	KOfam	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	9.2e-149
7058	KOfam	K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	1.6e-250
7071	KOfam	K07045	uncharacterized protein	2.6e-56
