gene_callers_id	source	accession	function	e_value
6844	KOfam	K03414	chemotaxis protein CheZ	5.5e-48
6800	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.2e-129
6801	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.8e-85
6773	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	1.3e-18
6783	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	6.5e-112
6820	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1.8e-167
6811	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	3.9e-69
6835	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	1.5e-53
6805	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	1.7e-29
6825	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	4.9e-104
6732	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	6.2e-109
6741	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	1.5e-102
6808	KOfam	K03572	DNA mismatch repair protein MutL	9.7e-217
6771	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1.9e-84
6782	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	9.2e-39
6795	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	8.6e-48
6826	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	4e-158
6787	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	4.1e-56
6813	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.5e-215
6810	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1.3e-128
6792	KOfam	K07058	membrane protein	5.6e-81
6713	KOfam	K08223	MFS transporter, FSR family, fosmidomycin resistance protein	6.8e-155
6812	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	2.5e-135
6834	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1.3e-62
6778	KOfam	K07638	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	4.2e-140
6759	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	2e-55
6839	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	8.4e-128
6785	KOfam	K16079	outer membrane immunogenic protein	5.1e-57
6711	KOfam	K16079	outer membrane immunogenic protein	7.2e-40
6764	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	6.4e-139
6744	KOfam	K03702	excinuclease ABC subunit B	0
6846	KOfam	K04078	chaperonin GroES	1.6e-50
6786	KOfam	K03703	excinuclease ABC subunit C	5.2e-233
6841	KOfam	K09945	uncharacterized protein	4e-56
6766	KOfam	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	7.4e-68
6798	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	9.5e-42
6850	KOfam	K03303	lactate permease	8.3e-180
6774	KOfam	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	3.8e-155
6769	KOfam	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	4.9e-50
6726	KOfam	K00812	aspartate aminotransferase [EC:2.6.1.1]	8.8e-187
6854	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	2.7e-125
6784	KOfam	K03704	cold shock protein	3.4e-35
6724	KOfam	K02355	elongation factor G	2.9e-173
6854	KOfam	K11473	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	5.4e-165
6758	KOfam	K09806	ubiquinone biosynthesis accessory factor UbiK	1.7e-10
6838	KOfam	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	2.9e-70
6787	KOfam	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	9e-42
6755	KOfam	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	5e-76
6727	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	1.7e-34
6710	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	2.4e-31
6736	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	7.2e-17
6720	KOfam	K00014	shikimate dehydrogenase [EC:1.1.1.25]	5.7e-94
6762	KOfam	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]	8.4e-80
6802	KOfam	K15034	ribosome-associated protein	2.3e-61
6797	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	6.6e-296
6809	KOfam	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	2.9e-68
6857	KOfam	K08738	cytochrome c	3.1e-29
6804	KOfam	K08738	cytochrome c	1.3e-22
6721	KOfam	K03321	sulfate permease, SulP family	3e-146
6847	KOfam	K04077	chaperonin GroEL [EC:5.6.1.7]	8.3e-279
6760	KOfam	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	2.2e-80
6772	KOfam	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	2.1e-44
6775	KOfam	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	9.1e-140
6737	KOfam	K07486	transposase	1.2e-55
6832	KOfam	K03179	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	2.5e-118
6793	KOfam	K13593	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	8.2e-180
6717	KOfam	K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	5e-153
6862	KOfam	K02919	large subunit ribosomal protein L36	7.2e-14
6788	KOfam	K03636	sulfur-carrier protein	2.1e-14
6837	KOfam	K02502	ATP phosphoribosyltransferase regulatory subunit	8e-84
6790	KOfam	K07320	ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	9.8e-131
6789	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	8.5e-50
6754	KOfam	K06942	ribosome-binding ATPase	1.2e-121
6740	KOfam	K07090	uncharacterized protein	1.7e-14
6757	KOfam	K07481	transposase, IS5 family	2.8e-76
6714	KOfam	K07497	putative transposase	6.2e-29
6723	KOfam	K07497	putative transposase	6.2e-29
6761	KOfam	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	2.1e-150
6851	KOfam	K02471	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	3.1e-252
6863	KOfam	K07045	uncharacterized protein	2e-58
6756	KOfam	K02897	large subunit ribosomal protein L25	3.6e-70
6830	KOfam	K03592	PmbA protein	2.9e-181
6856	KOfam	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	5.4e-213
6715	KOfam	K03431	phosphoglucosamine mutase [EC:5.4.2.10]	1.6e-215
6796	KOfam	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1.2e-105
1666	KOfam	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	8.8e-240
1620	KOfam	K04030	ethanolamine utilization protein EutQ	4.6e-38
1564	KOfam	K01799	maleate isomerase [EC:5.2.1.1]	4.8e-47
