gene_callers_id	source	accession	function	e_value
7049	KOfam	K03414	chemotaxis protein CheZ	3.1e-49
7004	KOfam	K07263	zinc protease [EC:3.4.24.-]	8.7e-132
6973	KOfam	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	9.9e-19
6984	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	6.8e-113
7025	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1.3e-165
7016	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	4.9e-70
7040	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	3.4e-53
7009	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	1.2e-30
7030	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	7.3e-103
6931	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	4.1e-109
6940	KOfam	K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	5e-99
7013	KOfam	K03572	DNA mismatch repair protein MutL	2e-215
6971	KOfam	K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	2.9e-84
6983	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	2.4e-36
6998	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.2e-47
7031	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	6.6e-156
6989	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	1.5e-54
7019	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	4.8e-130
7018	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.8e-68
7078	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	5.1e-41
7015	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	4.8e-119
6995	KOfam	K07058	membrane protein	3.5e-79
7017	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	7.2e-136
7039	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	3.6e-67
