gene_callers_id	source	accession	function	e_value
7970	KOfam	K03414	chemotaxis protein CheZ	2.2e-49
8013	KOfam	K07263	zinc protease [EC:3.4.24.-]	1.6e-131
8012	KOfam	K07263	zinc protease [EC:3.4.24.-]	3.6e-83
8032	KOfam	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	3.3e-111
7995	KOfam	K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1.4e-167
8001	KOfam	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	1.4e-69
7979	KOfam	K04033	AraC family transcriptional regulator, ethanolamine operon transcriptional activator	5.8e-54
8008	KOfam	K01759	lactoylglutathione lyase [EC:4.4.1.5]	2.4e-31
7989	KOfam	K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	5.4e-108
8004	KOfam	K03572	DNA mismatch repair protein MutL	7.5e-215
8033	KOfam	K01166	ribonuclease T2 [EC:4.6.1.19]	9.9e-39
8018	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1e-47
8078	KOfam	K00697	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	2.1e-180
7988	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	3.4e-157
8028	KOfam	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	5.8e-55
7999	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	3.5e-211
8002	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	2.4e-124
8023	KOfam	K07058	membrane protein	7.4e-80
8044	KOfam	K07716	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	5.1e-151
8000	KOfam	K01561	haloacetate dehalogenase [EC:3.8.1.3]	5.6e-136
8048	KOfam	K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	5.7e-152
7980	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	5.9e-66
7974	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	9.9e-128
8030	KOfam	K16079	outer membrane immunogenic protein	4.6e-59
8047	KOfam	K16079	outer membrane immunogenic protein	1.4e-55
8118	KOfam	K16079	outer membrane immunogenic protein	2.5e-51
7968	KOfam	K04078	chaperonin GroES	6.5e-49
8029	KOfam	K03703	excinuclease ABC subunit C	4.7e-230
8042	KOfam	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	1.4e-104
7972	KOfam	K09945	uncharacterized protein	5.8e-58
8045	KOfam	K06938	uncharacterized protein	1.3e-22
8015	KOfam	K03101	signal peptidase II [EC:3.4.23.36]	8.6e-42
8054	KOfam	K20531	type IV secretion system protein TrbF	1.1e-102
8069	KOfam	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	9.5e-43
7964	KOfam	K03303	lactate permease	3.6e-178
8057	KOfam	K20530	type IV secretion system protein TrbE [EC:7.4.2.8]	0
8053	KOfam	K20532	type IV secretion system protein TrbG	3e-116
7959	KOfam	K11472	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	1.8e-125
