gene_callers_id	source	accession	function	e_value
7131	KOfam	K22419	Delta4-3-oxosteroid 5beta-reductase [EC:1.3.1.3]	4.8e-95
7143	KOfam	K03560	biopolymer transport protein TolR	1.7e-52
7144	KOfam	K03561	biopolymer transport protein ExbB	2.9e-52
7151	KOfam	K18009	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	4.9e-101
7144	KOfam	K03562	biopolymer transport protein TolQ	6e-108
7254	KOfam	K08989	putative membrane protein	7e-44
7249	KOfam	K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	1.3e-118
7200	KOfam	K03406	methyl-accepting chemotaxis protein	1.3e-23
7154	KOfam	K04750	PhnB protein	4.2e-44
7184	KOfam	K13628	iron-sulfur cluster assembly protein	5.2e-44
7146	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	1.3e-67
7248	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	5.2e-46
7143	KOfam	K03559	biopolymer transport protein ExbD	3.9e-38
7240	KOfam	K07716	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	2.6e-152
7242	KOfam	K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	1.4e-152
7264	KOfam	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	3e-78
7179	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	1.3e-296
7188	KOfam	K09013	Fe-S cluster assembly ATP-binding protein	9.6e-127
7222	KOfam	K03851	taurine-pyruvate aminotransferase [EC:2.6.1.77]	2e-202
7126	KOfam	K09165	dodecin	1.4e-24
7171	KOfam	K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	5.4e-115
7159	KOfam	K22041	TetR/AcrR family transcriptional regulator, copper-responsive repressor	1.4e-67
7116	KOfam	K03924	MoxR-like ATPase [EC:3.6.3.-]	3e-132
7117	KOfam	K09986	uncharacterized protein	4.5e-86
7238	KOfam	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	1e-105
7186	KOfam	K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	3.7e-222
7190	KOfam	K04487	cysteine desulfurase [EC:2.8.1.7]	6.1e-140
7180	KOfam	K02035	peptide/nickel transport system substrate-binding protein	1.2e-81
7189	KOfam	K09014	Fe-S cluster assembly protein SufB	1.4e-241
7170	KOfam	K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	6.1e-262
7169	KOfam	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	5.8e-31
7196	KOfam	K09001	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	3.5e-137
7187	KOfam	K09015	Fe-S cluster assembly protein SufD	2.6e-121
7173	KOfam	K03100	signal peptidase I [EC:3.4.21.89]	3.8e-71
7101	KOfam	K03699	magnesium and cobalt exporter, CNNM family	7.7e-155
7158	KOfam	K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	1.6e-116
7165	KOfam	K03664	SsrA-binding protein	3.2e-76
7159	KOfam	K16137	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	2.3e-41
7258	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	1.5e-38
7156	KOfam	K03088	RNA polymerase sigma-70 factor, ECF subfamily	5.7e-29
7163	KOfam	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	3.8e-124
7199	KOfam	K15977	putative oxidoreductase	7e-25
7138	KOfam	K03640	peptidoglycan-associated lipoprotein	2e-57
7245	KOfam	K03522	electron transfer flavoprotein alpha subunit	1.8e-137
7263	KOfam	K14063	AraC family transcriptional regulator, positive regulator of tynA and feaB	6e-53
7141	KOfam	K03641	TolB protein	3.2e-82
7183	KOfam	K07343	DNA transformation protein and related proteins	2.7e-27
7195	KOfam	K00799	glutathione S-transferase [EC:2.5.1.18]	3.5e-34
7172	KOfam	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	1.2e-48
7174	KOfam	K03685	ribonuclease III [EC:3.1.26.3]	4.4e-67
7235	KOfam	K21395	TRAP-type transport system periplasmic protein	7e-50
7234	KOfam	K21395	TRAP-type transport system periplasmic protein	1.2e-47
7110	KOfam	K02014	iron complex outermembrane recepter protein	1.4e-58
7193	KOfam	K07018	uncharacterized protein	2.6e-87
7250	KOfam	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	4.7e-101
7164	KOfam	K03282	large conductance mechanosensitive channel	2.1e-58
7257	KOfam	K02413	flagellar protein FliJ	4.7e-17
7256	KOfam	K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	1.4e-204
7197	KOfam	K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	4e-109
7102	KOfam	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	2.8e-144
7182	KOfam	K07486	transposase	2e-26
7229	KOfam	K07492	putative transposase	4.1e-32
7109	KOfam	K07492	putative transposase	1.3e-31
7219	KOfam	K07492	putative transposase	4.3e-28
7106	KOfam	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	4.1e-151
7175	KOfam	K03595	GTPase	1.6e-122
7255	KOfam	K13584	two-component system, cell cycle response regulator CtrA	1.2e-133
7194	KOfam	K11741	quaternary ammonium compound-resistance protein SugE	3.3e-34
7210	KOfam	K07484	transposase	1.5e-08
7224	KOfam	K01026	propionate CoA-transferase [EC:2.8.3.1]	5.4e-182
7241	KOfam	K06985	aspartyl protease family protein	5.4e-41
7177	KOfam	K03584	DNA repair protein RecO (recombination protein O)	3.1e-44
7103	KOfam	K00891	shikimate kinase [EC:2.7.1.71]	1.1e-65
7100	KOfam	K05527	BolA family transcriptional regulator, general stress-responsive regulator	5.1e-42
7236	KOfam	K03593	ATP-binding protein involved in chromosome partitioning	2.9e-149
7167	KOfam	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	1e-39
7151	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	2.2e-91
7123	KOfam	K13583	GcrA cell cycle regulator	5.6e-21
3100	KOfam	K24915	TMEM175 potassium channel family protein	2.3e-23
3074	KOfam	K01438	acetylornithine deacetylase [EC:3.5.1.16]	6.7e-122
3143	KOfam	K08998	uncharacterized protein	2.1e-32
3202	KOfam	K07506	AraC family transcriptional regulator	5.8e-61
3051	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	1.8e-150
3071	KOfam	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]	1.6e-91
3047	KOfam	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	2.5e-163
3207	KOfam	K00640	serine O-acetyltransferase [EC:2.3.1.30]	4.8e-83
3135	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.2e-42
3173	KOfam	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	2.1e-62
3075	KOfam	K07461	putative endonuclease	1.7e-32
3068	KOfam	K02860	16S rRNA processing protein RimM	7.2e-64
3191	KOfam	K02054	putative spermidine/putrescine transport system permease protein	4e-70
3134	KOfam	K00858	NAD+ kinase [EC:2.7.1.23]	1.8e-35
3059	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	4.2e-86
3181	KOfam	K18446	triphosphatase [EC:3.6.1.25]	1.6e-144
3070	KOfam	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	3.7e-204
3069	KOfam	K02959	small subunit ribosomal protein S16	3.2e-46
3128	KOfam	K16079	outer membrane immunogenic protein	2.2e-58
3154	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	3e-269
3053	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	1.4e-62
3164	KOfam	K07001	NTE family protein	5.4e-78
3067	KOfam	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	7.5e-112
3065	KOfam	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	1.5e-208
3156	KOfam	K19166	mRNA interferase HigB [EC:3.1.-.-]	2.8e-40
3102	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	4.4e-99
3161	KOfam	K00344	NADPH:quinone reductase [EC:1.6.5.5]	4.2e-87
3187	KOfam	K18301	TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor	2.5e-67
3054	KOfam	K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	5.4e-96
3101	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	3.7e-155
3197	KOfam	K01726	gamma-carbonic anhydrase [EC:4.2.1.-]	6.1e-59
3171	KOfam	K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	1.4e-182
3139	KOfam	K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	1.9e-63
3193	KOfam	K16841	allantoin racemase [EC:5.1.99.3]	3.9e-92
3140	KOfam	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]	4.1e-87
3132	KOfam	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	1.2e-56
3116	KOfam	K03218	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	6.5e-85
3066	KOfam	K02884	large subunit ribosomal protein L19	1.1e-62
3077	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	9e-133
