Sample	Genome	Coverage	Bases
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	2879799
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	241146
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	52772
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	11003
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	4497
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	2130
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	1360
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	811
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	909
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	681
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	592
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	345
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	427
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	350
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	270
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	245
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	310
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	288
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	235
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	224
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	201
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	164
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	160
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	140
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	120
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	54
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	49
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	84
9567_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	98
