Sample	Genome	Coverage	Bases
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	0	4815589
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	1	483411
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	2	218693
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	3	115215
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	4	68128
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	5	42286
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	6	26155
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	7	16540
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	8	10510
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	9	7238
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	10	5239
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	11	3717
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	12	2794
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	13	2015
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	14	1720
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	15	1209
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	16	1153
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	17	793
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	18	763
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	19	738
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	20	586
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	21	545
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	22	457
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	23	459
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	24	412
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	25	329
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	26	304
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	27	350
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	28	251
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	29	294
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	30	251
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	31	194
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	32	212
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	33	110
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	34	117
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	35	86
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	36	106
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	37	124
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	38	153
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	39	141
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	40	97
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	41	51
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	42	53
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	43	68
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	44	84
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	45	60
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	46	64
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	47	54
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	48	31
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	49	54
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	50	44
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	51	44
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	52	26
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	53	20
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	54	31
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	55	15
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	56	14
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	57	19
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	58	14
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	59	14
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	60	28
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	61	52
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	62	55
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	63	34
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	64	37
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	65	15
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	66	24
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	67	8
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	68	38
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	69	28
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	70	24
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	71	8
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	72	7
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	73	4
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	74	17
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	75	22
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	76	27
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	77	16
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	78	10
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	79	11
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	80	12
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	81	7
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	82	5
9588_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	83	7
