Sample	Genome	Coverage	Bases
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	1306092
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	340804
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	237467
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	182513
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	147427
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	130094
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	111366
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	98258
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	86771
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	77180
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	67856
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	57824
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	49309
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	43569
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	36686
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	30377
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	26612
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	23177
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	18657
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	15638
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	13204
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	10751
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	9308
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	8185
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	7238
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	6160
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	5452
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	4746
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	4047
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	3733
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	30	2887
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	31	2781
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	32	2626
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	33	2599
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	34	2141
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	35	2019
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	36	1785
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	37	1505
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	38	1267
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	39	1243
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	40	1168
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	41	1003
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	42	833
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	43	832
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	44	695
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	45	622
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	46	624
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	47	674
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	48	609
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	49	453
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	50	412
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	51	397
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	52	407
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	53	383
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	54	336
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	55	278
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	56	382
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	57	304
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	58	296
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	59	276
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	60	291
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	61	238
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	62	286
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	63	241
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	64	253
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	65	255
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	66	211
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	67	265
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	68	260
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	69	201
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	70	205
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	71	216
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	72	176
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	73	199
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	74	157
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	75	127
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	76	138
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	77	142
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	78	123
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	79	116
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	80	113
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	81	120
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	82	104
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	83	74
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	84	90
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	85	89
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	86	80
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	87	92
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	88	120
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	89	81
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	90	88
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	91	93
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	92	74
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	93	99
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	94	82
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	95	75
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	96	118
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	97	77
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	98	46
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	99	50
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	100	43
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	101	68
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	102	45
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	103	61
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	104	47
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	105	80
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	106	58
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	107	33
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	108	27
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	109	36
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	110	34
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	111	49
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	112	49
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	113	35
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	114	34
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	115	72
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	116	34
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	117	67
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	118	29
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	119	30
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	120	51
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	121	16
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	122	14
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	123	18
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	124	18
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	125	11
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	126	15
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	127	26
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	128	18
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	129	8
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	130	17
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	131	13
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	132	12
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	133	8
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	134	9
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	135	8
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	136	12
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	137	19
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	138	35
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	139	28
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	140	26
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	141	15
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	142	26
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	143	22
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	144	22
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	145	47
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	146	41
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	147	24
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	148	21
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	149	18
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	150	23
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	151	16
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	152	21
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	153	29
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	154	17
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	155	24
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	156	30
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	157	17
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	158	9
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	159	10
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	160	7
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	161	2
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	162	5
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	163	3
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	164	2
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	165	4
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	166	7
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	167	11
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	168	19
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	169	8
12884_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	170	10
