Sample	Genome	Coverage	Bases
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	921748
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	477702
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	438996
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	359400
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	259130
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	178643
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	121214
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	80771
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	58116
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	41469
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	30736
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	24475
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	19782
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	16867
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	13807
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	12208
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	10207
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	9101
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	7805
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	7710
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	6771
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	6545
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	6097
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	5511
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	5414
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	4738
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	4263
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	3843
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	3560
12818_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	3334
