Sample	Genome	Coverage	Bases
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	0	4348048
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	1	813998
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	2	280159
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	3	120216
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	4	61252
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	5	33438
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	6	21376
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	7	15653
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	8	11956
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	9	9546
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	10	8462
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	11	7724
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	12	6777
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	13	5409
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	14	4805
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	15	4979
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	16	4265
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	17	3696
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	18	3487
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	19	2706
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	20	2895
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	21	3065
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	22	2481
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	23	2558
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	24	2168
7093_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	25	2146
