Sample	Genome	Coverage	Bases
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	0	3822969
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	1	608662
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	2	345064
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	3	230560
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	4	162631
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	5	119061
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	6	89281
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	7	71233
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	8	54158
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	9	41617
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	10	33998
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	11	28500
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	12	22901
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	13	20049
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	14	16677
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	15	14065
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	16	12217
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	17	11232
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	18	9559
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	19	8843
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	20	7675
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	21	6972
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	22	6202
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	23	5777
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	24	5532
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	25	4899
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	26	4415
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	27	3968
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	28	3740
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	29	3497
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	30	3103
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	31	2817
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	32	2837
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	33	2468
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	34	2356
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	35	2200
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	36	2035
7085_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	37	1966
