Sample	Genome	Coverage	Bases
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	0	5100268
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	1	333591
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	2	107482
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	3	54265
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	4	33924
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	5	23455
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	6	17546
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	7	14241
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	8	11969
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	9	9696
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	10	8408
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	11	7493
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	12	6295
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	13	5468
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	14	4967
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	15	4498
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	16	3947
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	17	3581
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	18	3266
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	19	3059
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	20	2659
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	21	2544
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	22	2551
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	23	2191
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	24	2322
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	25	2173
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	26	1773
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	27	1914
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	28	1617
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	29	1635
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	30	1379
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	31	1725
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	32	1588
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	33	1603
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	34	1269
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	35	1198
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	36	1136
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	37	1063
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	38	987
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	39	1057
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	40	924
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	41	956
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	42	853
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	43	877
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	44	894
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	45	836
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	46	763
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	47	721
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	48	713
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	49	696
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	50	705
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	51	699
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	52	659
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	53	560
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	54	615
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	55	606
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	56	453
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	57	494
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	58	469
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	59	398
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	60	546
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	61	541
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	62	478
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	63	411
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	64	405
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	65	400
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	66	340
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	67	398
7075_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	68	493
