Sample	Genome	Coverage	Bases
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	2614652
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	330117
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	141808
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	52176
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	25288
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	11770
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	6816
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	4128
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	2461
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	1525
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	1248
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	1160
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	1055
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	674
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	479
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	393
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	291
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	309
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	265
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	261
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	221
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	173
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	134
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	172
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	164
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	116
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	89
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	160
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	79
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	60
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	30	102
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	31	69
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	32	58
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	33	68
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	34	58
401566_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	35	45
