Sample	Genome	Coverage	Bases
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	2818393
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	281441
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	63100
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	16124
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	6442
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	3277
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	1958
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	1760
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	1317
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	752
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	511
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	333
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	337
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	364
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	297
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	332
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	242
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	210
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	177
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	135
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	140
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	144
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	146
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	214
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	140
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	71
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	124
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	76
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	63
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	95
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	30	142
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	31	53
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	32	30
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	33	68
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	34	78
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	35	39
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	36	55
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	37	67
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	38	71
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	39	36
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	40	18
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	41	28
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	42	14
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	43	11
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	44	15
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	45	24
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	46	18
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	47	16
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	48	15
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	49	18
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	50	7
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	51	13
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	52	14
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	53	29
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	54	26
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	55	22
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	56	20
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	57	6
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	58	38
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	59	11
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	60	30
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	61	34
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	62	45
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	63	12
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	64	15
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	65	15
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	66	10
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	67	11
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	68	7
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	69	18
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	70	12
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	71	7
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	72	14
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	73	15
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	74	6
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	75	7
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	76	25
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	77	27
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	78	9
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	79	25
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	80	17
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	81	17
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	82	8
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	83	12
7083_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	84	18
