Sample	Genome	Coverage	Bases
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	503204
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	262079
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	255986
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	264764
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	272176
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	267510
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	244409
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	206855
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	176227
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	146356
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	120492
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	96055
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	74333
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	55720
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	44709
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	34523
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	26908
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	21914
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	17377
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	13273
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	11500
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	10063
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	8495
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	7198
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	6030
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	5631
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	4817
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	4012
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	3291
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	2842
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	30	2480
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	31	2323
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	32	1996
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	33	1910
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	34	1732
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	35	1519
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	36	1501
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	37	1287
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	38	1189
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	39	1050
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	40	888
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	41	777
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	42	704
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	43	696
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	44	748
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	45	683
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	46	692
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	47	667
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	48	579
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	49	513
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	50	575
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	51	448
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	52	473
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	53	377
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	54	347
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	55	245
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	56	242
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	57	155
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	58	139
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	59	152
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	60	177
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	61	145
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	62	110
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	63	100
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	64	106
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	65	107
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	66	101
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	67	151
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	68	122
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	69	89
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	70	82
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	71	88
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	72	77
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	73	69
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	74	97
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	75	76
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	76	97
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	77	101
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	78	99
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	79	88
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	80	67
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	81	65
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	82	57
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	83	89
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	84	88
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	85	67
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	86	53
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	87	58
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	88	64
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	89	43
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	90	72
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	91	56
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	92	77
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	93	71
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	94	48
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	95	26
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	96	37
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	97	29
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	98	39
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	99	25
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	100	21
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	101	12
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	102	25
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	103	27
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	104	33
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	105	24
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	106	17
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	107	25
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	108	32
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	109	58
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	110	10
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	111	19
12824_combined_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	112	19
