Sample	Genome	Coverage	Bases
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	0	4484652
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	1	410621
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	2	227956
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	3	149240
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	4	107369
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	5	79469
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	6	62555
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	7	50050
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	8	39007
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	9	32215
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	10	26541
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	11	22771
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	12	18872
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	13	16266
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	14	14267
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	15	11595
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	16	9428
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	17	8116
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	18	7167
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	19	5854
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	20	5527
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	21	4544
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	22	3613
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	23	3318
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	24	2671
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	25	2253
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	26	1925
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	27	1921
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	28	1620
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	29	1454
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	30	1292
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	31	1258
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	32	1097
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	33	825
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	34	713
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	35	666
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	36	577
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	37	537
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	38	602
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	39	600
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	40	576
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	41	505
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	42	450
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	43	330
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	44	307
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	45	330
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	46	367
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	47	288
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	48	239
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	49	213
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	50	262
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	51	164
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	52	198
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	53	183
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	54	186
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	55	178
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	56	158
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	57	136
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	58	185
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	59	189
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	60	145
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	61	158
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	62	132
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	63	139
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	64	141
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	65	179
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	66	142
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	67	132
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	68	139
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	69	127
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	70	147
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	71	121
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	72	94
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	73	86
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	74	69
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	75	101
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	76	69
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	77	102
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	78	100
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	79	122
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	80	92
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	81	95
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	82	72
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	83	69
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	84	81
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	85	54
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	86	62
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	87	45
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	88	43
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	89	25
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	90	15
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	91	35
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	92	30
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	93	17
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	94	29
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	95	21
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	96	39
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	97	32
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	98	22
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	99	22
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	100	18
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	101	24
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	102	33
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	103	32
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	104	25
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	105	25
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	106	21
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	107	21
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	108	33
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	109	33
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	110	11
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	111	11
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	112	21
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	113	20
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	114	8
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	115	14
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	116	9
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	117	15
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	118	8
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	119	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	120	14
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	121	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	122	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	123	8
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	124	9
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	125	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	126	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	127	13
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	128	16
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	129	27
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	130	17
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	131	23
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	132	15
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	133	13
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	134	15
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	135	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	136	14
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	137	20
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	138	22
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	139	30
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	140	20
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	141	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	142	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	143	10
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	144	16
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	145	36
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	146	5
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	147	8
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	148	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	149	14
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	150	7
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	151	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	152	2
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	153	4
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	154	2
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	155	2
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	156	4
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	157	1
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	158	5
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	159	7
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	160	6
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	161	8
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	162	7
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	163	18
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	164	14
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	165	12
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	166	2
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	167	9
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	168	6
9571_combined_R1p.fastq.gz	GCA_019668465.1_ASM1966846v1_genomic	169	7
