Sample	Genome	Coverage	Bases
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	0	1237681
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	1	545001
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	2	429423
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	3	316365
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	4	214144
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	5	144442
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	6	99193
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	7	64349
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	8	43374
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	9	29703
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	10	20136
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	11	13746
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	12	9387
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	13	6607
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	14	4822
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	15	3448
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	16	2809
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	17	2086
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	18	1606
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	19	1273
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	20	1230
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	21	911
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	22	740
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	23	572
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	24	588
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	25	519
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	26	417
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	27	308
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	28	359
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	29	336
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	30	404
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	31	345
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	32	247
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	33	254
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	34	190
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	35	200
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	36	201
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	37	165
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	38	204
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	39	186
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	40	155
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	41	187
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	42	127
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	43	86
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	44	94
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	45	119
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	46	74
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	47	81
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	48	52
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	49	67
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	50	62
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	51	41
401648_HL7J5DSX3-1_R1p.fastq.gz	GCA_013372845.1_ASM1337284v1_genomic	52	87
